Time,Temperature,ProcessTemperature,AgentType,AgentFlow,SampleType,CatalystType,CatalystRatio,Hydrogen,Experiment_Group
75,800,800,Air,0.1,Leather scraps,Al-Ni,5.0,9.45,32
76,800,800,Air,0.1,Leather scraps,Al-Ni,5.0,9.21,32
77,800,800,Air,0.1,Leather scraps,Al-Ni,5.0,8.78,32
78,800,800,Air,0.1,Leather scraps,Al-Ni,5.0,8.52,32
79,800,800,Air,0.1,Leather scraps,Al-Ni,5.0,8.52,32
80,800,800,Air,0.1,Leather scraps,Al-Ni,5.0,8.55,32
81,800,800,Air,0.1,Leather scraps,Al-Ni,5.0,8.36,32
1,21,800,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,5
2,28,800,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,5
3,47,800,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,5
4,77,800,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,5
5,118,800,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,5
6,167,800,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,5
7,226,800,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,5
8,290,800,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,5
9,355,800,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,5
10,413,800,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,5
11,466,800,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,5
12,510,800,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,5
13,549,800,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,5
14,581,800,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,5
15,610,800,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,5
16,636,800,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,5
17,659,800,Air,0.1,Leather scraps,Al-Ni,7.5,3.97,5
18,682,800,Air,0.1,Leather scraps,Al-Ni,7.5,10.67,5
19,702,800,Air,0.1,Leather scraps,Al-Ni,7.5,17.72,5
20,720,800,Air,0.1,Leather scraps,Al-Ni,7.5,23.38,5
21,737,800,Air,0.1,Leather scraps,Al-Ni,7.5,26.74,5
22,754,800,Air,0.1,Leather scraps,Al-Ni,7.5,26.98,5
23,768,800,Air,0.1,Leather scraps,Al-Ni,7.5,24.2,5
24,784,800,Air,0.1,Leather scraps,Al-Ni,7.5,22.69,5
25,797,800,Air,0.1,Leather scraps,Al-Ni,7.5,24.48,5
26,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,23.21,5
27,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,28.48,5
28,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,30.46,5
29,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,32.72,5
30,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,33.85,5
31,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,34.43,5
32,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,34.2,5
33,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,33.0,5
34,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,30.89,5
35,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,28.9,5
36,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,27.44,5
37,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,26.6,5
38,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,25.88,5
39,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,24.67,5
40,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,23.02,5
41,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,21.74,5
42,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,21.1,5
43,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,20.8,5
44,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,20.08,5
45,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,18.96,5
46,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,17.96,5
47,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,17.54,5
48,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,17.43,5
49,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,17.08,5
50,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,16.24,5
51,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,15.48,5
52,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,15.14,5
53,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,15.12,5
54,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,14.96,5
55,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,14.38,5
56,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,13.69,5
57,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,13.39,5
58,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,13.4,5
59,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,13.33,5
60,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,12.89,5
61,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,12.3,5
62,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,12.01,5
63,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,12.01,5
64,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,12.01,5
65,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,11.69,5
66,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,11.19,5
67,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,10.9,5
68,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,10.9,5
69,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,10.95,5
70,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,10.72,5
71,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,10.27,5
72,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,9.98,5
73,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,9.96,5
74,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,10.03,5
75,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,9.92,5
76,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,9.6,5
77,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,9.29,5
78,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,9.16,5
79,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,9.24,5
80,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,9.35,5
81,800,800,Air,0.1,Leather scraps,Al-Ni,7.5,9.3,5
1,21,800,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,2
2,28,800,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,2
3,47,800,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,2
4,77,800,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,2
5,118,800,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,2
6,167,800,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,2
7,226,800,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,2
8,290,800,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,2
9,355,800,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,2
10,413,800,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,2
11,466,800,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,2
12,510,800,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,2
13,549,800,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,2
14,581,800,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,2
15,610,800,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,2
16,636,800,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,2
17,659,800,Air,0.1,Leather scraps,Al-Ni,10.0,3.44,2
18,682,800,Air,0.1,Leather scraps,Al-Ni,10.0,8.96,2
19,702,800,Air,0.1,Leather scraps,Al-Ni,10.0,15.25,2
20,720,800,Air,0.1,Leather scraps,Al-Ni,10.0,20.64,2
21,737,800,Air,0.1,Leather scraps,Al-Ni,10.0,22.7,2
22,754,800,Air,0.1,Leather scraps,Al-Ni,10.0,24.2,2
23,768,800,Air,0.1,Leather scraps,Al-Ni,10.0,25.03,2
24,784,800,Air,0.1,Leather scraps,Al-Ni,10.0,25.62,2
25,797,800,Air,0.1,Leather scraps,Al-Ni,10.0,26.0,2
26,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,26.45,2
27,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,27.07,2
28,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,27.78,2
29,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,29.21,2
30,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,30.03,2
31,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,31.26,2
32,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,32.03,2
33,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,32.7,2
34,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,32.36,2
35,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,31.03,2
36,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,29.72,2
37,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,28.33,2
38,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,27.11,2
39,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,25.7,2
40,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,24.05,2
41,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,22.49,2
42,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,21.42,2
43,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,20.65,2
44,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,19.83,2
45,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,18.76,2
46,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,17.67,2
47,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,16.83,2
48,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,16.21,2
49,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,15.53,2
50,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,14.64,2
51,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,13.97,2
52,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,13.68,2
53,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,13.41,2
54,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,12.98,2
55,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,12.29,2
56,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,11.8,2
57,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,11.51,2
58,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,11.14,2
59,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,10.59,2
60,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,10.0,2
61,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,9.59,2
62,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,9.34,2
63,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,9.11,2
64,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,8.8,2
65,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,8.39,2
66,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,8.01,2
67,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,7.73,2
68,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,7.59,2
69,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,7.48,2
70,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,7.3,2
71,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,7.09,2
72,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,6.93,2
73,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,6.86,2
74,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,6.83,2
75,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,6.69,2
76,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,6.51,2
77,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,6.39,2
78,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,6.35,2
79,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,6.29,2
80,800,800,Air,0.1,Leather scraps,Al-Ni,10.0,6.13,2
1,21,800,Air,0.1,Leather scraps,No Catalyst,0.0,0.0,44
2,28,800,Air,0.1,Leather scraps,No Catalyst,0.0,0.0,44
3,47,800,Air,0.1,Leather scraps,No Catalyst,0.0,0.0,44
4,77,800,Air,0.1,Leather scraps,No Catalyst,0.0,0.0,44
5,118,800,Air,0.1,Leather scraps,No Catalyst,0.0,0.0,44
6,167,800,Air,0.1,Leather scraps,No Catalyst,0.0,0.0,44
7,226,800,Air,0.1,Leather scraps,No Catalyst,0.0,0.0,44
8,290,800,Air,0.1,Leather scraps,No Catalyst,0.0,0.0,44
9,355,800,Air,0.1,Leather scraps,No Catalyst,0.0,1.0,44
10,413,800,Air,0.1,Leather scraps,No Catalyst,0.0,1.0,44
11,466,800,Air,0.1,Leather scraps,No Catalyst,0.0,1.0,44
12,510,800,Air,0.1,Leather scraps,No Catalyst,0.0,1.0,44
13,549,800,Air,0.1,Leather scraps,No Catalyst,0.0,1.0,44
14,581,800,Air,0.1,Leather scraps,No Catalyst,0.0,1.0,44
15,610,800,Air,0.1,Leather scraps,No Catalyst,0.0,1.0,44
16,636,800,Air,0.1,Leather scraps,No Catalyst,0.0,2.0,44
17,659,800,Air,0.1,Leather scraps,No Catalyst,0.0,4.0,44
18,682,800,Air,0.1,Leather scraps,No Catalyst,0.0,7.0,44
19,702,800,Air,0.1,Leather scraps,No Catalyst,0.0,11.0,44
20,720,800,Air,0.1,Leather scraps,No Catalyst,0.0,16.0,44
21,737,800,Air,0.1,Leather scraps,No Catalyst,0.0,23.0,44
22,754,800,Air,0.1,Leather scraps,No Catalyst,0.0,27.0,44
23,768,800,Air,0.1,Leather scraps,No Catalyst,0.0,29.0,44
24,784,800,Air,0.1,Leather scraps,No Catalyst,0.0,29.0,44
25,797,800,Air,0.1,Leather scraps,No Catalyst,0.0,30.0,44
26,800,800,Air,0.1,Leather scraps,No Catalyst,0.0,30.0,44
27,800,800,Air,0.1,Leather scraps,No Catalyst,0.0,31.0,44
28,800,800,Air,0.1,Leather scraps,No Catalyst,0.0,30.0,44
29,800,800,Air,0.1,Leather scraps,No Catalyst,0.0,30.0,44
30,800,800,Air,0.1,Leather scraps,No Catalyst,0.0,29.0,44
31,800,800,Air,0.1,Leather scraps,No Catalyst,0.0,27.0,44
32,800,800,Air,0.1,Leather scraps,No Catalyst,0.0,23.0,44
33,800,800,Air,0.1,Leather scraps,No Catalyst,0.0,21.0,44
34,800,800,Air,0.1,Leather scraps,No Catalyst,0.0,21.0,44
35,800,800,Air,0.1,Leather scraps,No Catalyst,0.0,19.0,44
36,800,800,Air,0.1,Leather scraps,No Catalyst,0.0,17.0,44
37,800,800,Air,0.1,Leather scraps,No Catalyst,0.0,16.0,44
38,800,800,Air,0.1,Leather scraps,No Catalyst,0.0,15.0,44
39,800,800,Air,0.1,Leather scraps,No Catalyst,0.0,15.0,44
40,800,800,Air,0.1,Leather scraps,No Catalyst,0.0,14.0,44
41,800,800,Air,0.1,Leather scraps,No Catalyst,0.0,13.0,44
42,800,800,Air,0.1,Leather scraps,No Catalyst,0.0,12.0,44
43,800,800,Air,0.1,Leather scraps,No Catalyst,0.0,12.0,44
1,6,800,Air,0.1,TWTS,No Catalyst,0.0,0.0,17
2,9,800,Air,0.1,TWTS,No Catalyst,0.0,0.0,17
3,12,800,Air,0.1,TWTS,No Catalyst,0.0,0.0,17
4,15,800,Air,0.1,TWTS,No Catalyst,0.0,0.0,17
5,18,800,Air,0.1,TWTS,No Catalyst,0.0,0.0,17
6,28,800,Air,0.1,TWTS,No Catalyst,0.0,0.0,17
7,47,800,Air,0.1,TWTS,No Catalyst,0.0,0.0,17
8,77,800,Air,0.1,TWTS,No Catalyst,0.0,0.0,17
9,118,800,Air,0.1,TWTS,No Catalyst,0.0,0.0,17
10,167,800,Air,0.1,TWTS,No Catalyst,0.0,0.0,17
11,226,800,Air,0.1,TWTS,No Catalyst,0.0,0.0,17
12,290,800,Air,0.1,TWTS,No Catalyst,0.0,0.0,17
13,355,800,Air,0.1,TWTS,No Catalyst,0.0,0.0,17
14,413,800,Air,0.1,TWTS,No Catalyst,0.0,1.0,17
15,466,800,Air,0.1,TWTS,No Catalyst,0.0,1.0,17
16,510,800,Air,0.1,TWTS,No Catalyst,0.0,1.0,17
17,549,800,Air,0.1,TWTS,No Catalyst,0.0,1.0,17
18,581,800,Air,0.1,TWTS,No Catalyst,0.0,1.0,17
19,610,800,Air,0.1,TWTS,No Catalyst,0.0,2.0,17
20,636,800,Air,0.1,TWTS,No Catalyst,0.0,3.0,17
21,659,800,Air,0.1,TWTS,No Catalyst,0.0,5.0,17
22,682,800,Air,0.1,TWTS,No Catalyst,0.0,8.0,17
23,702,800,Air,0.1,TWTS,No Catalyst,0.0,11.0,17
24,720,800,Air,0.1,TWTS,No Catalyst,0.0,15.0,17
25,737,800,Air,0.1,TWTS,No Catalyst,0.0,18.0,17
26,754,800,Air,0.1,TWTS,No Catalyst,0.0,20.0,17
27,768,800,Air,0.1,TWTS,No Catalyst,0.0,22.0,17
28,784,800,Air,0.1,TWTS,No Catalyst,0.0,24.0,17
29,797,800,Air,0.1,TWTS,No Catalyst,0.0,25.0,17
30,800,800,Air,0.1,TWTS,No Catalyst,0.0,26.0,17
31,800,800,Air,0.1,TWTS,No Catalyst,0.0,27.0,17
32,800,800,Air,0.1,TWTS,No Catalyst,0.0,28.0,17
33,800,800,Air,0.1,TWTS,No Catalyst,0.0,28.0,17
34,800,800,Air,0.1,TWTS,No Catalyst,0.0,25.0,17
35,800,800,Air,0.1,TWTS,No Catalyst,0.0,24.0,17
36,800,800,Air,0.1,TWTS,No Catalyst,0.0,24.0,17
37,800,800,Air,0.1,TWTS,No Catalyst,0.0,24.0,17
38,800,800,Air,0.1,TWTS,No Catalyst,0.0,23.0,17
39,800,800,Air,0.1,TWTS,No Catalyst,0.0,21.0,17
40,800,800,Air,0.1,TWTS,No Catalyst,0.0,20.0,17
41,800,800,Air,0.1,TWTS,No Catalyst,0.0,21.0,17
42,800,800,Air,0.1,TWTS,No Catalyst,0.0,21.0,17
43,800,800,Air,0.1,TWTS,No Catalyst,0.0,19.0,17
44,800,800,Air,0.1,TWTS,No Catalyst,0.0,18.0,17
45,800,800,Air,0.1,TWTS,No Catalyst,0.0,17.0,17
46,800,800,Air,0.1,TWTS,No Catalyst,0.0,17.0,17
47,800,800,Air,0.1,TWTS,No Catalyst,0.0,17.0,17
48,800,800,Air,0.1,TWTS,No Catalyst,0.0,16.0,17
49,800,800,Air,0.1,TWTS,No Catalyst,0.0,15.0,17
50,800,800,Air,0.1,TWTS,No Catalyst,0.0,14.0,17
51,800,800,Air,0.1,TWTS,No Catalyst,0.0,14.0,17
52,800,800,Air,0.1,TWTS,No Catalyst,0.0,13.0,17
53,800,800,Air,0.1,TWTS,No Catalyst,0.0,13.0,17
54,800,800,Air,0.1,TWTS,No Catalyst,0.0,12.0,17
55,800,800,Air,0.1,TWTS,No Catalyst,0.0,12.0,17
56,800,800,Air,0.1,TWTS,No Catalyst,0.0,11.0,17
57,800,800,Air,0.1,TWTS,No Catalyst,0.0,11.0,17
58,800,800,Air,0.1,TWTS,No Catalyst,0.0,10.0,17
59,800,800,Air,0.1,TWTS,No Catalyst,0.0,10.0,17
1,6,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,0.0,31
2,9,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,0.0,31
3,12,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,0.0,31
4,15,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,0.0,31
5,18,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,0.0,31
6,28,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,0.0,31
7,47,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,0.0,31
8,77,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,0.0,31
9,118,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,0.0,31
10,167,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,0.0,31
11,226,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,1.0,31
12,290,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,2.0,31
13,355,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,3.0,31
14,413,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,4.0,31
15,466,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,5.3,31
16,510,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,12.27,31
17,549,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,18.89,31
18,581,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,23.75,31
19,610,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,25.71,31
20,636,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,27.6,31
21,659,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,28.23,31
22,682,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,28.18,31
23,702,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,28.55,31
24,720,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,29.12,31
25,737,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,29.48,31
26,754,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,29.57,31
27,768,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,29.54,31
28,784,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,29.1,31
29,797,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,28.74,31
30,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,28.02,31
31,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,26.24,31
32,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,24.6,31
33,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,23.08,31
34,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,22.27,31
35,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,21.41,31
36,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,19.99,31
37,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,18.76,31
38,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,18.31,31
39,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,18.44,31
40,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,17.8,31
41,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,16.77,31
42,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,16.21,31
43,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,16.18,31
44,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,16.22,31
45,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,15.77,31
46,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,15.17,31
47,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,15.09,31
48,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,15.15,31
49,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,15.28,31
50,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,15.15,31
51,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,15.23,31
52,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,15.58,31
53,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,15.86,31
54,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,15.7,31
55,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,15.33,31
56,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,15.27,31
57,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,15.52,31
58,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,15.6,31
59,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,15.29,31
60,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,14.93,31
61,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,14.99,31
62,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,15.17,31
63,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,15.05,31
64,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,14.57,31
65,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,14.25,31
66,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,14.3,31
67,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,14.34,31
68,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,14.04,31
69,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,13.57,31
70,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,13.39,31
71,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,13.46,31
72,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,13.42,31
73,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,12.93,31
74,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,12.26,31
75,800,800,Oxygen,0.015,Leather scraps,Al-Ni,5.0,11.47,31
1,6,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,0.0,43
2,9,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,0.0,43
3,12,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,0.0,43
4,15,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,0.0,43
5,18,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,0.0,43
6,28,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,0.0,43
7,47,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,0.0,43
8,77,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,0.0,43
9,118,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,0.0,43
10,167,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,0.0,43
11,226,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,0.0,43
12,290,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,0.0,43
13,355,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,0.9,43
14,413,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,4.29,43
15,466,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,8.75,43
16,510,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,11.28,43
17,549,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,13.08,43
18,581,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,14.98,43
19,610,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,16.94,43
20,636,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,18.3,43
21,659,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,19.87,43
22,682,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,20.36,43
23,702,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,20.78,43
24,720,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,20.95,43
25,737,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,20.8,43
26,754,800,Oxygen,0.015,Leather scraps,No Catalyst,0.0,20.49,43
