Time,Temperature,ProcessTemperature,AgentType,AgentFlow,SampleType,CatalystType,CatalystRatio,Hydrogen,Experiment_Group
2,9,900,Air,0.05,TWTS,No Catalyst,0.0,0.0,15
3,12,900,Air,0.05,TWTS,No Catalyst,0.0,0.0,15
4,15,900,Air,0.05,TWTS,No Catalyst,0.0,0.0,15
5,18,900,Air,0.05,TWTS,No Catalyst,0.0,0.0,15
6,28,900,Air,0.05,TWTS,No Catalyst,0.0,0.0,15
7,47,900,Air,0.05,TWTS,No Catalyst,0.0,0.0,15
8,77,900,Air,0.05,TWTS,No Catalyst,0.0,0.0,15
9,118,900,Air,0.05,TWTS,No Catalyst,0.0,0.0,15
10,167,900,Air,0.05,TWTS,No Catalyst,0.0,0.0,15
11,226,900,Air,0.05,TWTS,No Catalyst,0.0,0.0,15
12,290,900,Air,0.05,TWTS,No Catalyst,0.0,0.0,15
13,355,900,Air,0.05,TWTS,No Catalyst,0.0,0.0,15
14,413,900,Air,0.05,TWTS,No Catalyst,0.0,1.0,15
15,466,900,Air,0.05,TWTS,No Catalyst,0.0,1.0,15
16,510,900,Air,0.05,TWTS,No Catalyst,0.0,1.0,15
17,549,900,Air,0.05,TWTS,No Catalyst,0.0,1.0,15
18,581,900,Air,0.05,TWTS,No Catalyst,0.0,1.0,15
19,610,900,Air,0.05,TWTS,No Catalyst,0.0,2.0,15
20,636,900,Air,0.05,TWTS,No Catalyst,0.0,3.0,15
21,659,900,Air,0.05,TWTS,No Catalyst,0.0,4.0,15
22,682,900,Air,0.05,TWTS,No Catalyst,0.0,6.0,15
23,702,900,Air,0.05,TWTS,No Catalyst,0.0,8.0,15
24,720,900,Air,0.05,TWTS,No Catalyst,0.0,10.0,15
25,737,900,Air,0.05,TWTS,No Catalyst,0.0,13.0,15
26,754,900,Air,0.05,TWTS,No Catalyst,0.0,15.0,15
27,768,900,Air,0.05,TWTS,No Catalyst,0.0,17.0,15
28,784,900,Air,0.05,TWTS,No Catalyst,0.0,18.0,15
29,797,900,Air,0.05,TWTS,No Catalyst,0.0,20.0,15
30,810,900,Air,0.05,TWTS,No Catalyst,0.0,21.0,15
31,823,900,Air,0.05,TWTS,No Catalyst,0.0,22.0,15
32,835,900,Air,0.05,TWTS,No Catalyst,0.0,23.0,15
33,847,900,Air,0.05,TWTS,No Catalyst,0.0,23.0,15
34,859,900,Air,0.05,TWTS,No Catalyst,0.0,23.0,15
35,869,900,Air,0.05,TWTS,No Catalyst,0.0,22.0,15
36,879,900,Air,0.05,TWTS,No Catalyst,0.0,22.0,15
37,889,900,Air,0.05,TWTS,No Catalyst,0.0,21.0,15
38,900,900,Air,0.05,TWTS,No Catalyst,0.0,21.0,15
39,900,900,Air,0.05,TWTS,No Catalyst,0.0,20.0,15
40,900,900,Air,0.05,TWTS,No Catalyst,0.0,19.0,15
41,900,900,Air,0.05,TWTS,No Catalyst,0.0,18.0,15
42,900,900,Air,0.05,TWTS,No Catalyst,0.0,17.0,15
43,900,900,Air,0.05,TWTS,No Catalyst,0.0,16.0,15
44,900,900,Air,0.05,TWTS,No Catalyst,0.0,15.0,15
45,900,900,Air,0.05,TWTS,No Catalyst,0.0,14.0,15
46,900,900,Air,0.05,TWTS,No Catalyst,0.0,14.0,15
1,21,900,Air,0.1,Leather scraps,Al-Ni,2.5,0.0,26
2,28,900,Air,0.1,Leather scraps,Al-Ni,2.5,0.0,26
3,47,900,Air,0.1,Leather scraps,Al-Ni,2.5,0.0,26
4,77,900,Air,0.1,Leather scraps,Al-Ni,2.5,0.0,26
5,118,900,Air,0.1,Leather scraps,Al-Ni,2.5,0.0,26
6,167,900,Air,0.1,Leather scraps,Al-Ni,2.5,0.0,26
7,226,900,Air,0.1,Leather scraps,Al-Ni,2.5,0.0,26
8,290,900,Air,0.1,Leather scraps,Al-Ni,2.5,0.0,26
9,355,900,Air,0.1,Leather scraps,Al-Ni,2.5,0.0,26
10,413,900,Air,0.1,Leather scraps,Al-Ni,2.5,0.0,26
11,466,900,Air,0.1,Leather scraps,Al-Ni,2.5,0.0,26
12,510,900,Air,0.1,Leather scraps,Al-Ni,2.5,0.0,26
13,549,900,Air,0.1,Leather scraps,Al-Ni,2.5,0.0,26
14,581,900,Air,0.1,Leather scraps,Al-Ni,2.5,0.0,26
15,610,900,Air,0.1,Leather scraps,Al-Ni,2.5,0.0,26
16,636,900,Air,0.1,Leather scraps,Al-Ni,2.5,2.45,26
17,659,900,Air,0.1,Leather scraps,Al-Ni,2.5,6.53,26
18,682,900,Air,0.1,Leather scraps,Al-Ni,2.5,12.09,26
19,702,900,Air,0.1,Leather scraps,Al-Ni,2.5,18.06,26
20,720,900,Air,0.1,Leather scraps,Al-Ni,2.5,23.55,26
21,737,900,Air,0.1,Leather scraps,Al-Ni,2.5,28.07,26
22,754,900,Air,0.1,Leather scraps,Al-Ni,2.5,29.16,26
23,768,900,Air,0.1,Leather scraps,Al-Ni,2.5,29.85,26
24,784,900,Air,0.1,Leather scraps,Al-Ni,2.5,30.15,26
25,797,900,Air,0.1,Leather scraps,Al-Ni,2.5,30.11,26
26,800,900,Air,0.1,Leather scraps,Al-Ni,2.5,30.24,26
27,810,900,Air,0.1,Leather scraps,Al-Ni,2.5,30.04,26
28,823,900,Air,0.1,Leather scraps,Al-Ni,2.5,29.34,26
29,835,900,Air,0.1,Leather scraps,Al-Ni,2.5,28.12,26
30,847,900,Air,0.1,Leather scraps,Al-Ni,2.5,26.55,26
31,859,900,Air,0.1,Leather scraps,Al-Ni,2.5,24.65,26
32,869,900,Air,0.1,Leather scraps,Al-Ni,2.5,22.48,26
33,879,900,Air,0.1,Leather scraps,Al-Ni,2.5,20.54,26
34,889,900,Air,0.1,Leather scraps,Al-Ni,2.5,18.74,26
35,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,17.2,26
36,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,15.84,26
37,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,14.75,26
38,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,13.8,26
39,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,12.95,26
40,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,12.19,26
41,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,11.49,26
42,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,10.81,26
43,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,10.16,26
44,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,8.59,26
45,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,6.84,26
46,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,5.75,26
47,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,5.32,26
48,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,5.24,26
49,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,5.31,26
50,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,5.08,26
51,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,4.23,26
52,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,3.57,26
53,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,3.31,26
54,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,3.33,26
55,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,3.53,26
56,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,3.61,26
57,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,3.12,26
58,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,2.55,26
59,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,2.27,26
60,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,2.27,26
61,900,900,Air,0.1,Leather scraps,Al-Ni,2.5,2.46,26
1,21,900,Air,0.1,Leather scraps,Al-Ni,5.0,0.0,55
2,28,900,Air,0.1,Leather scraps,Al-Ni,5.0,0.0,55
3,47,900,Air,0.1,Leather scraps,Al-Ni,5.0,0.0,55
4,77,900,Air,0.1,Leather scraps,Al-Ni,5.0,0.0,55
5,118,900,Air,0.1,Leather scraps,Al-Ni,5.0,0.0,55
6,167,900,Air,0.1,Leather scraps,Al-Ni,5.0,0.0,55
7,226,900,Air,0.1,Leather scraps,Al-Ni,5.0,0.0,55
8,290,900,Air,0.1,Leather scraps,Al-Ni,5.0,0.0,55
9,355,900,Air,0.1,Leather scraps,Al-Ni,5.0,0.0,55
10,413,900,Air,0.1,Leather scraps,Al-Ni,5.0,0.0,55
11,466,900,Air,0.1,Leather scraps,Al-Ni,5.0,0.0,55
12,510,900,Air,0.1,Leather scraps,Al-Ni,5.0,0.0,55
13,549,900,Air,0.1,Leather scraps,Al-Ni,5.0,0.0,55
14,581,900,Air,0.1,Leather scraps,Al-Ni,5.0,0.0,55
15,610,900,Air,0.1,Leather scraps,Al-Ni,5.0,0.0,55
16,636,900,Air,0.1,Leather scraps,Al-Ni,5.0,1.55,55
17,659,900,Air,0.1,Leather scraps,Al-Ni,5.0,6.16,55
18,682,900,Air,0.1,Leather scraps,Al-Ni,5.0,12.15,55
19,702,900,Air,0.1,Leather scraps,Al-Ni,5.0,18.16,55
20,720,900,Air,0.1,Leather scraps,Al-Ni,5.0,23.16,55
21,737,900,Air,0.1,Leather scraps,Al-Ni,5.0,26.56,55
22,754,900,Air,0.1,Leather scraps,Al-Ni,5.0,28.26,55
23,768,900,Air,0.1,Leather scraps,Al-Ni,5.0,29.85,55
24,784,900,Air,0.1,Leather scraps,Al-Ni,5.0,30.31,55
25,797,900,Air,0.1,Leather scraps,Al-Ni,5.0,30.64,55
26,800,900,Air,0.1,Leather scraps,Al-Ni,5.0,30.68,55
27,810,900,Air,0.1,Leather scraps,Al-Ni,5.0,30.41,55
28,823,900,Air,0.1,Leather scraps,Al-Ni,5.0,29.65,55
29,835,900,Air,0.1,Leather scraps,Al-Ni,5.0,28.17,55
30,847,900,Air,0.1,Leather scraps,Al-Ni,5.0,26.29,55
31,859,900,Air,0.1,Leather scraps,Al-Ni,5.0,24.32,55
32,869,900,Air,0.1,Leather scraps,Al-Ni,5.0,22.48,55
33,879,900,Air,0.1,Leather scraps,Al-Ni,5.0,20.9,55
34,889,900,Air,0.1,Leather scraps,Al-Ni,5.0,19.53,55
35,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,17.92,55
36,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,16.61,55
37,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,15.45,55
38,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,14.34,55
39,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,13.39,55
40,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,12.59,55
41,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,11.83,55
42,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,11.16,55
43,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,10.55,55
44,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,9.17,55
45,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,7.5,55
46,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,6.25,55
47,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,5.64,55
48,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,5.44,55
49,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,5.42,55
50,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,4.9,55
51,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,4.01,55
52,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,3.5,55
53,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,3.34,55
54,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,3.45,55
55,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,3.6,55
56,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,3.25,55
57,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,2.64,55
58,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,2.33,55
59,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,2.29,55
60,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,2.46,55
61,900,900,Air,0.1,Leather scraps,Al-Ni,5.0,2.66,55
1,21,900,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,16
2,28,900,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,16
3,47,900,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,16
4,77,900,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,16
5,118,900,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,16
6,167,900,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,16
7,226,900,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,16
8,290,900,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,16
9,355,900,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,16
10,413,900,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,16
11,466,900,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,16
12,510,900,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,16
13,549,900,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,16
14,581,900,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,16
15,610,900,Air,0.1,Leather scraps,Al-Ni,7.5,0.0,16
16,636,900,Air,0.1,Leather scraps,Al-Ni,7.5,1.54,16
17,659,900,Air,0.1,Leather scraps,Al-Ni,7.5,5.23,16
18,682,900,Air,0.1,Leather scraps,Al-Ni,7.5,10.58,16
19,702,900,Air,0.1,Leather scraps,Al-Ni,7.5,16.89,16
20,720,900,Air,0.1,Leather scraps,Al-Ni,7.5,23.08,16
21,737,900,Air,0.1,Leather scraps,Al-Ni,7.5,28.23,16
22,754,900,Air,0.1,Leather scraps,Al-Ni,7.5,29.85,16
23,768,900,Air,0.1,Leather scraps,Al-Ni,7.5,30.44,16
24,784,900,Air,0.1,Leather scraps,Al-Ni,7.5,29.6,16
25,797,900,Air,0.1,Leather scraps,Al-Ni,7.5,27.16,16
26,800,900,Air,0.1,Leather scraps,Al-Ni,7.5,26.1,16
27,810,900,Air,0.1,Leather scraps,Al-Ni,7.5,25.83,16
28,823,900,Air,0.1,Leather scraps,Al-Ni,7.5,25.54,16
29,835,900,Air,0.1,Leather scraps,Al-Ni,7.5,24.92,16
30,847,900,Air,0.1,Leather scraps,Al-Ni,7.5,23.97,16
31,859,900,Air,0.1,Leather scraps,Al-Ni,7.5,22.73,16
32,869,900,Air,0.1,Leather scraps,Al-Ni,7.5,21.52,16
33,879,900,Air,0.1,Leather scraps,Al-Ni,7.5,20.14,16
34,889,900,Air,0.1,Leather scraps,Al-Ni,7.5,18.62,16
35,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,17.64,16
36,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,16.57,16
37,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,15.62,16
38,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,14.79,16
39,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,14.13,16
40,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,13.42,16
41,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,12.37,16
42,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,10.38,16
43,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,9.3,16
44,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,8.79,16
45,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,8.56,16
46,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,7.94,16
47,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,7.27,16
48,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,6.6,16
49,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,6.4,16
50,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,6.37,16
51,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,6.16,16
52,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,5.75,16
53,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,5.43,16
54,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,5.3,16
55,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,5.31,16
56,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,5.19,16
57,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,4.87,16
58,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,4.65,16
59,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,4.54,16
60,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,4.57,16
61,900,900,Air,0.1,Leather scraps,Al-Ni,7.5,4.42,16
1,21,900,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,45
2,28,900,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,45
3,47,900,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,45
4,77,900,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,45
5,118,900,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,45
6,167,900,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,45
7,226,900,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,45
8,290,900,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,45
9,355,900,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,45
10,413,900,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,45
11,466,900,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,45
12,510,900,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,45
13,549,900,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,45
14,581,900,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,45
15,610,900,Air,0.1,Leather scraps,Al-Ni,10.0,0.0,45
16,636,900,Air,0.1,Leather scraps,Al-Ni,10.0,1.7,45
17,659,900,Air,0.1,Leather scraps,Al-Ni,10.0,5.81,45
18,682,900,Air,0.1,Leather scraps,Al-Ni,10.0,11.91,45
19,702,900,Air,0.1,Leather scraps,Al-Ni,10.0,18.11,45
20,720,900,Air,0.1,Leather scraps,Al-Ni,10.0,22.53,45
21,737,900,Air,0.1,Leather scraps,Al-Ni,10.0,24.97,45
22,754,900,Air,0.1,Leather scraps,Al-Ni,10.0,25.82,45
23,768,900,Air,0.1,Leather scraps,Al-Ni,10.0,25.19,45
24,784,900,Air,0.1,Leather scraps,Al-Ni,10.0,25.17,45
25,797,900,Air,0.1,Leather scraps,Al-Ni,10.0,25.53,45
26,800,900,Air,0.1,Leather scraps,Al-Ni,10.0,25.13,45
27,810,900,Air,0.1,Leather scraps,Al-Ni,10.0,24.51,45
28,823,900,Air,0.1,Leather scraps,Al-Ni,10.0,23.65,45
29,835,900,Air,0.1,Leather scraps,Al-Ni,10.0,22.07,45
30,847,900,Air,0.1,Leather scraps,Al-Ni,10.0,20.9,45
31,859,900,Air,0.1,Leather scraps,Al-Ni,10.0,19.28,45
32,869,900,Air,0.1,Leather scraps,Al-Ni,10.0,17.62,45
33,879,900,Air,0.1,Leather scraps,Al-Ni,10.0,16.23,45
34,889,900,Air,0.1,Leather scraps,Al-Ni,10.0,15.12,45
35,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,13.95,45
36,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,12.97,45
37,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,12.13,45
38,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,11.33,45
39,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,10.57,45
40,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,9.68,45
41,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,7.3,45
42,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,5.88,45
43,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,5.18,45
44,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,5.01,45
45,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,4.55,45
46,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,3.29,45
47,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,2.63,45
48,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,2.49,45
49,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,2.56,45
50,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,2.2,45
51,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,1.6,45
52,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,1.28,45
53,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,1.25,45
54,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,1.34,45
55,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,1.06,45
56,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,0.68,45
57,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,0.51,45
58,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,0.64,45
59,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,0.73,45
60,900,900,Air,0.1,Leather scraps,Al-Ni,10.0,0.42,45
1,21,900,Air,0.1,Leather scraps,No Catalyst,0.0,0.0,54
2,28,900,Air,0.1,Leather scraps,No Catalyst,0.0,0.0,54
3,47,900,Air,0.1,Leather scraps,No Catalyst,0.0,0.0,54
4,77,900,Air,0.1,Leather scraps,No Catalyst,0.0,0.0,54
5,118,900,Air,0.1,Leather scraps,No Catalyst,0.0,0.0,54
6,167,900,Air,0.1,Leather scraps,No Catalyst,0.0,0.0,54
7,226,900,Air,0.1,Leather scraps,No Catalyst,0.0,0.0,54
8,290,900,Air,0.1,Leather scraps,No Catalyst,0.0,0.0,54
9,355,900,Air,0.1,Leather scraps,No Catalyst,0.0,1.0,54
10,413,900,Air,0.1,Leather scraps,No Catalyst,0.0,1.0,54
11,466,900,Air,0.1,Leather scraps,No Catalyst,0.0,1.0,54
12,510,900,Air,0.1,Leather scraps,No Catalyst,0.0,1.0,54
13,549,900,Air,0.1,Leather scraps,No Catalyst,0.0,1.0,54
14,581,900,Air,0.1,Leather scraps,No Catalyst,0.0,1.0,54
15,610,900,Air,0.1,Leather scraps,No Catalyst,0.0,1.0,54
16,636,900,Air,0.1,Leather scraps,No Catalyst,0.0,2.0,54
17,659,900,Air,0.1,Leather scraps,No Catalyst,0.0,3.0,54
18,682,900,Air,0.1,Leather scraps,No Catalyst,0.0,6.0,54
19,702,900,Air,0.1,Leather scraps,No Catalyst,0.0,10.0,54
20,720,900,Air,0.1,Leather scraps,No Catalyst,0.0,16.0,54
21,737,900,Air,0.1,Leather scraps,No Catalyst,0.0,20.0,54
22,754,900,Air,0.1,Leather scraps,No Catalyst,0.0,24.0,54
23,768,900,Air,0.1,Leather scraps,No Catalyst,0.0,24.0,54
24,784,900,Air,0.1,Leather scraps,No Catalyst,0.0,25.0,54
25,797,900,Air,0.1,Leather scraps,No Catalyst,0.0,25.0,54
26,800,900,Air,0.1,Leather scraps,No Catalyst,0.0,26.0,54
27,810,900,Air,0.1,Leather scraps,No Catalyst,0.0,26.0,54
28,823,900,Air,0.1,Leather scraps,No Catalyst,0.0,27.0,54
29,835,900,Air,0.1,Leather scraps,No Catalyst,0.0,29.0,54
30,847,900,Air,0.1,Leather scraps,No Catalyst,0.0,31.0,54
31,859,900,Air,0.1,Leather scraps,No Catalyst,0.0,32.0,54
32,869,900,Air,0.1,Leather scraps,No Catalyst,0.0,31.0,54
33,879,900,Air,0.1,Leather scraps,No Catalyst,0.0,31.0,54
34,889,900,Air,0.1,Leather scraps,No Catalyst,0.0,30.0,54
35,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,29.0,54
36,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,27.0,54
37,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,26.0,54
38,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,25.0,54
39,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,24.0,54
40,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,22.0,54
41,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,21.0,54
42,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,20.0,54
43,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,19.0,54
44,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,19.0,54
45,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,17.0,54
46,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,17.0,54
47,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,16.0,54
48,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,16.0,54
49,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,16.0,54
50,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,15.0,54
51,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,14.0,54
52,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,14.0,54
53,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,15.0,54
54,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,15.0,54
55,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,14.0,54
56,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,14.0,54
57,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,14.0,54
58,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,15.0,54
59,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,14.0,54
60,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,13.0,54
61,900,900,Air,0.1,Leather scraps,No Catalyst,0.0,13.0,54
1,6,900,Air,0.1,TWTS,Al-Ni,2.5,0.0,28
2,9,900,Air,0.1,TWTS,Al-Ni,2.5,0.0,28
3,12,900,Air,0.1,TWTS,Al-Ni,2.5,0.0,28
4,15,900,Air,0.1,TWTS,Al-Ni,2.5,0.0,28
5,18,900,Air,0.1,TWTS,Al-Ni,2.5,0.0,28
6,28,900,Air,0.1,TWTS,Al-Ni,2.5,0.0,28
7,47,900,Air,0.1,TWTS,Al-Ni,2.5,0.0,28
8,77,900,Air,0.1,TWTS,Al-Ni,2.5,0.0,28
9,118,900,Air,0.1,TWTS,Al-Ni,2.5,0.0,28
10,167,900,Air,0.1,TWTS,Al-Ni,2.5,0.0,28
11,226,900,Air,0.1,TWTS,Al-Ni,2.5,0.0,28
12,290,900,Air,0.1,TWTS,Al-Ni,2.5,0.0,28
13,355,900,Air,0.1,TWTS,Al-Ni,2.5,0.0,28
14,413,900,Air,0.1,TWTS,Al-Ni,2.5,0.0,28
15,466,900,Air,0.1,TWTS,Al-Ni,2.5,0.0,28
16,510,900,Air,0.1,TWTS,Al-Ni,2.5,0.0,28
17,549,900,Air,0.1,TWTS,Al-Ni,2.5,0.0,28
18,581,900,Air,0.1,TWTS,Al-Ni,2.5,1.18,28
19,610,900,Air,0.1,TWTS,Al-Ni,2.5,2.43,28
20,636,900,Air,0.1,TWTS,Al-Ni,2.5,4.2,28
21,659,900,Air,0.1,TWTS,Al-Ni,2.5,6.55,28
22,682,900,Air,0.1,TWTS,Al-Ni,2.5,9.35,28
23,702,900,Air,0.1,TWTS,Al-Ni,2.5,12.14,28
24,720,900,Air,0.1,TWTS,Al-Ni,2.5,15.02,28
25,737,900,Air,0.1,TWTS,Al-Ni,2.5,17.41,28
26,754,900,Air,0.1,TWTS,Al-Ni,2.5,19.62,28
27,768,900,Air,0.1,TWTS,Al-Ni,2.5,21.29,28
28,784,900,Air,0.1,TWTS,Al-Ni,2.5,22.63,28
29,797,900,Air,0.1,TWTS,Al-Ni,2.5,23.8,28
30,810,900,Air,0.1,TWTS,Al-Ni,2.5,24.55,28
31,823,900,Air,0.1,TWTS,Al-Ni,2.5,24.88,28
