Time;Temperature;ProcessTemperature;AgentType;AgentFlow;SampleType;CatalystType;CatalystRatio;Hydrogen
43;900;900;Air;0.1;TWTS;No Catalyst;0;24
44;900;900;Air;0.1;TWTS;No Catalyst;0;22
45;900;900;Air;0.1;TWTS;No Catalyst;0;22
46;900;900;Air;0.1;TWTS;No Catalyst;0;22
47;900;900;Air;0.1;TWTS;No Catalyst;0;21
48;900;900;Air;0.1;TWTS;No Catalyst;0;22
49;900;900;Air;0.1;TWTS;No Catalyst;0;22
50;900;900;Air;0.1;TWTS;No Catalyst;0;20
51;900;900;Air;0.1;TWTS;No Catalyst;0;20
52;900;900;Air;0.1;TWTS;No Catalyst;0;19
53;900;900;Air;0.1;TWTS;No Catalyst;0;19
54;900;900;Air;0.1;TWTS;No Catalyst;0;18
55;900;900;Air;0.1;TWTS;No Catalyst;0;18
56;900;900;Air;0.1;TWTS;No Catalyst;0;17
57;900;900;Air;0.1;TWTS;No Catalyst;0;17
58;900;900;Air;0.1;TWTS;No Catalyst;0;16
59;900;900;Air;0.1;TWTS;No Catalyst;0;15
60;900;900;Air;0.1;TWTS;No Catalyst;0;14
1;6;1000;Air;0.1;TWTS;No Catalyst;0;0
2;9;1000;Air;0.1;TWTS;No Catalyst;0;0
3;12;1000;Air;0.1;TWTS;No Catalyst;0;0
4;15;1000;Air;0.1;TWTS;No Catalyst;0;0
5;18;1000;Air;0.1;TWTS;No Catalyst;0;0
6;28;1000;Air;0.1;TWTS;No Catalyst;0;0
7;47;1000;Air;0.1;TWTS;No Catalyst;0;0
8;77;1000;Air;0.1;TWTS;No Catalyst;0;0
9;118;1000;Air;0.1;TWTS;No Catalyst;0;0
10;167;1000;Air;0.1;TWTS;No Catalyst;0;1
11;226;1000;Air;0.1;TWTS;No Catalyst;0;1
12;290;1000;Air;0.1;TWTS;No Catalyst;0;1
13;355;1000;Air;0.1;TWTS;No Catalyst;0;1
14;413;1000;Air;0.1;TWTS;No Catalyst;0;1
15;466;1000;Air;0.1;TWTS;No Catalyst;0;1
16;510;1000;Air;0.1;TWTS;No Catalyst;0;2
17;549;1000;Air;0.1;TWTS;No Catalyst;0;4
18;581;1000;Air;0.1;TWTS;No Catalyst;0;7
19;610;1000;Air;0.1;TWTS;No Catalyst;0;10
20;636;1000;Air;0.1;TWTS;No Catalyst;0;14
21;659;1000;Air;0.1;TWTS;No Catalyst;0;17
22;682;1000;Air;0.1;TWTS;No Catalyst;0;20
23;702;1000;Air;0.1;TWTS;No Catalyst;0;22
24;720;1000;Air;0.1;TWTS;No Catalyst;0;24
25;737;1000;Air;0.1;TWTS;No Catalyst;0;25
26;754;1000;Air;0.1;TWTS;No Catalyst;0;26
27;768;1000;Air;0.1;TWTS;No Catalyst;0;27
28;784;1000;Air;0.1;TWTS;No Catalyst;0;28
29;797;1000;Air;0.1;TWTS;No Catalyst;0;29
30;810;1000;Air;0.1;TWTS;No Catalyst;0;29
31;823;1000;Air;0.1;TWTS;No Catalyst;0;30
32;835;1000;Air;0.1;TWTS;No Catalyst;0;31
33;847;1000;Air;0.1;TWTS;No Catalyst;0;32
34;859;1000;Air;0.1;TWTS;No Catalyst;0;32
35;869;1000;Air;0.1;TWTS;No Catalyst;0;33
36;879;1000;Air;0.1;TWTS;No Catalyst;0;34
37;889;1000;Air;0.1;TWTS;No Catalyst;0;35
38;900;1000;Air;0.1;TWTS;No Catalyst;0;33
39;915;1000;Air;0.1;TWTS;No Catalyst;0;31
40;930;1000;Air;0.1;TWTS;No Catalyst;0;29
41;945;1000;Air;0.1;TWTS;No Catalyst;0;28
42;960;1000;Air;0.1;TWTS;No Catalyst;0;27
43;975;1000;Air;0.1;TWTS;No Catalyst;0;26
44;985;1000;Air;0.1;TWTS;No Catalyst;0;25
45;995;1000;Air;0.1;TWTS;No Catalyst;0;24
46;1000;1000;Air;0.1;TWTS;No Catalyst;0;23
47;1000;1000;Air;0.1;TWTS;No Catalyst;0;22
48;1000;1000;Air;0.1;TWTS;No Catalyst;0;21
49;1000;1000;Air;0.1;TWTS;No Catalyst;0;20
50;1000;1000;Air;0.1;TWTS;No Catalyst;0;18
51;1000;1000;Air;0.1;TWTS;No Catalyst;0;16
1;15;700;Air;0.05;TWTS;Marble dust ;10;0
2;16;700;Air;0.05;TWTS;Marble dust ;10;0
3;18;700;Air;0.05;TWTS;Marble dust ;10;0
4;21;700;Air;0.05;TWTS;Marble dust ;10;0
5;30;700;Air;0.05;TWTS;Marble dust ;10;0
6;40;700;Air;0.05;TWTS;Marble dust ;10;0
7;75;700;Air;0.05;TWTS;Marble dust ;10;0
8;100;700;Air;0.05;TWTS;Marble dust ;10;0
9;150;700;Air;0.05;TWTS;Marble dust ;10;0
10;200;700;Air;0.05;TWTS;Marble dust ;10;1
11;250;700;Air;0.05;TWTS;Marble dust ;10;1
12;350;700;Air;0.05;TWTS;Marble dust ;10;1
13;400;700;Air;0.05;TWTS;Marble dust ;10;1
14;450;700;Air;0.05;TWTS;Marble dust ;10;1
15;490;700;Air;0.05;TWTS;Marble dust ;10;1
16;520;700;Air;0.05;TWTS;Marble dust ;10;1
17;550;700;Air;0.05;TWTS;Marble dust ;10;1
18;575;700;Air;0.05;TWTS;Marble dust ;10;3
19;600;700;Air;0.05;TWTS;Marble dust ;10;7
20;630;700;Air;0.05;TWTS;Marble dust ;10;10
21;660;700;Air;0.05;TWTS;Marble dust ;10;13
22;677;700;Air;0.05;TWTS;Marble dust ;10;16
23;700;700;Air;0.05;TWTS;Marble dust ;10;18
24;700;700;Air;0.05;TWTS;Marble dust ;10;20
25;700;700;Air;0.05;TWTS;Marble dust ;10;22
26;700;700;Air;0.05;TWTS;Marble dust ;10;23
27;700;700;Air;0.05;TWTS;Marble dust ;10;23
28;700;700;Air;0.05;TWTS;Marble dust ;10;22
29;700;700;Air;0.05;TWTS;Marble dust ;10;21
30;700;700;Air;0.05;TWTS;Marble dust ;10;21
31;700;700;Air;0.05;TWTS;Marble dust ;10;22
32;700;700;Air;0.05;TWTS;Marble dust ;10;23
33;700;700;Air;0.05;TWTS;Marble dust ;10;23
34;700;700;Air;0.05;TWTS;Marble dust ;10;23
35;700;700;Air;0.05;TWTS;Marble dust ;10;22
36;700;700;Air;0.05;TWTS;Marble dust ;10;22
37;700;700;Air;0.05;TWTS;Marble dust ;10;22
38;700;700;Air;0.05;TWTS;Marble dust ;10;22
39;700;700;Air;0.05;TWTS;Marble dust ;10;22
40;700;700;Air;0.05;TWTS;Marble dust ;10;21
41;700;700;Air;0.05;TWTS;Marble dust ;10;20
42;700;700;Air;0.05;TWTS;Marble dust ;10;19
43;700;700;Air;0.05;TWTS;Marble dust ;10;18
44;700;700;Air;0.05;TWTS;Marble dust ;10;17
45;700;700;Air;0.05;TWTS;Marble dust ;10;16
46;700;700;Air;0.05;TWTS;Marble dust ;10;15
47;700;700;Air;0.05;TWTS;Marble dust ;10;14
48;700;700;Air;0.05;TWTS;Marble dust ;10;13
49;700;700;Air;0.05;TWTS;Marble dust ;10;12
50;700;700;Air;0.05;TWTS;Marble dust ;10;11
51;700;700;Air;0.05;TWTS;Marble dust ;10;10
52;700;700;Air;0.05;TWTS;Marble dust ;10;9
53;700;700;Air;0.05;TWTS;Marble dust ;10;9
54;700;700;Air;0.05;TWTS;Marble dust ;10;9
55;700;700;Air;0.05;TWTS;Marble dust ;10;8
56;700;700;Air;0.05;TWTS;Marble dust ;10;7
57;700;700;Air;0.05;TWTS;Marble dust ;10;7
58;700;700;Air;0.05;TWTS;Marble dust ;10;6
59;700;700;Air;0.05;TWTS;Marble dust ;10;5
0;14;700;Air;0.05;TWTS;Marble dust ;20;0
1;15;700;Air;0.05;TWTS;Marble dust ;20;0
2;20;700;Air;0.05;TWTS;Marble dust ;20;0
3;30;700;Air;0.05;TWTS;Marble dust ;20;0
4;40;700;Air;0.05;TWTS;Marble dust ;20;0
5;50;700;Air;0.05;TWTS;Marble dust ;20;0
6;60;700;Air;0.05;TWTS;Marble dust ;20;0
7;65;700;Air;0.05;TWTS;Marble dust ;20;0
8;70;700;Air;0.05;TWTS;Marble dust ;20;0
9;75;700;Air;0.05;TWTS;Marble dust ;20;0
10;80;700;Air;0.05;TWTS;Marble dust ;20;0
11;85;700;Air;0.05;TWTS;Marble dust ;20;0
12;90;700;Air;0.05;TWTS;Marble dust ;20;0
13;100;700;Air;0.05;TWTS;Marble dust ;20;0
14;110;700;Air;0.05;TWTS;Marble dust ;20;0
15;120;700;Air;0.05;TWTS;Marble dust ;20;0
16;130;700;Air;0.05;TWTS;Marble dust ;20;0
17;170;700;Air;0.05;TWTS;Marble dust ;20;0
18;200;700;Air;0.05;TWTS;Marble dust ;20;0
19;220;700;Air;0.05;TWTS;Marble dust ;20;0
20;250;700;Air;0.05;TWTS;Marble dust ;20;0
21;280;700;Air;0.05;TWTS;Marble dust ;20;0
22;310;700;Air;0.05;TWTS;Marble dust ;20;0
23;345;700;Air;0.05;TWTS;Marble dust ;20;0
24;400;700;Air;0.05;TWTS;Marble dust ;20;1
25;450;700;Air;0.05;TWTS;Marble dust ;20;1
26;500;700;Air;0.05;TWTS;Marble dust ;20;2
27;600;700;Air;0.05;TWTS;Marble dust ;20;4
28;620;700;Air;0.05;TWTS;Marble dust ;20;8
29;640;700;Air;0.05;TWTS;Marble dust ;20;11
30;670;700;Air;0.05;TWTS;Marble dust ;20;13
31;700;700;Air;0.05;TWTS;Marble dust ;20;15
32;700;700;Air;0.05;TWTS;Marble dust ;20;17
33;700;700;Air;0.05;TWTS;Marble dust ;20;20
34;700;700;Air;0.05;TWTS;Marble dust ;20;22
35;700;700;Air;0.05;TWTS;Marble dust ;20;23
36;700;700;Air;0.05;TWTS;Marble dust ;20;23
37;700;700;Air;0.05;TWTS;Marble dust ;20;22
38;700;700;Air;0.05;TWTS;Marble dust ;20;22
39;700;700;Air;0.05;TWTS;Marble dust ;20;23
40;700;700;Air;0.05;TWTS;Marble dust ;20;24
41;700;700;Air;0.05;TWTS;Marble dust ;20;25
42;700;700;Air;0.05;TWTS;Marble dust ;20;24
43;700;700;Air;0.05;TWTS;Marble dust ;20;24
44;700;700;Air;0.05;TWTS;Marble dust ;20;24
45;700;700;Air;0.05;TWTS;Marble dust ;20;25
46;700;700;Air;0.05;TWTS;Marble dust ;20;26
47;700;700;Air;0.05;TWTS;Marble dust ;20;26
48;700;700;Air;0.05;TWTS;Marble dust ;20;26
49;700;700;Air;0.05;TWTS;Marble dust ;20;25
50;700;700;Air;0.05;TWTS;Marble dust ;20;25
51;700;700;Air;0.05;TWTS;Marble dust ;20;26
52;700;700;Air;0.05;TWTS;Marble dust ;20;26
53;700;700;Air;0.05;TWTS;Marble dust ;20;25
54;700;700;Air;0.05;TWTS;Marble dust ;20;24
55;700;700;Air;0.05;TWTS;Marble dust ;20;23
56;700;700;Air;0.05;TWTS;Marble dust ;20;22
57;700;700;Air;0.05;TWTS;Marble dust ;20;21
58;700;700;Air;0.05;TWTS;Marble dust ;20;20
59;700;700;Air;0.05;TWTS;Marble dust ;20;19
60;700;700;Air;0.05;TWTS;Marble dust ;20;18
61;700;700;Air;0.05;TWTS;Marble dust ;20;17
62;700;700;Air;0.05;TWTS;Marble dust ;20;16
63;700;700;Air;0.05;TWTS;Marble dust ;20;16
64;700;700;Air;0.05;TWTS;Marble dust ;20;15
65;700;700;Air;0.05;TWTS;Marble dust ;20;15
66;700;700;Air;0.05;TWTS;Marble dust ;20;14
67;700;700;Air;0.05;TWTS;Marble dust ;20;14
68;700;700;Air;0.05;TWTS;Marble dust ;20;13
69;700;700;Air;0.05;TWTS;Marble dust ;20;13
70;700;700;Air;0.05;TWTS;Marble dust ;20;13
71;700;700;Air;0.05;TWTS;Marble dust ;20;12
72;700;700;Air;0.05;TWTS;Marble dust ;20;12
73;700;700;Air;0.05;TWTS;Marble dust ;20;12
74;700;700;Air;0.05;TWTS;Marble dust ;20;12
75;700;700;Air;0.05;TWTS;Marble dust ;20;12
1;21;800;Air;0.05;TWTS;Marble dust ;5;0
2;28;800;Air;0.05;TWTS;Marble dust ;5;0
3;47;800;Air;0.05;TWTS;Marble dust ;5;0
4;77;800;Air;0.05;TWTS;Marble dust ;5;0
5;118;800;Air;0.05;TWTS;Marble dust ;5;0
6;167;800;Air;0.05;TWTS;Marble dust ;5;0
7;226;800;Air;0.05;TWTS;Marble dust ;5;0
8;290;800;Air;0.05;TWTS;Marble dust ;5;0
9;355;800;Air;0.05;TWTS;Marble dust ;5;0
10;413;800;Air;0.05;TWTS;Marble dust ;5;0
11;466;800;Air;0.05;TWTS;Marble dust ;5;0
12;510;800;Air;0.05;TWTS;Marble dust ;5;0
13;549;800;Air;0.05;TWTS;Marble dust ;5;1
14;581;800;Air;0.05;TWTS;Marble dust ;5;1
15;610;800;Air;0.05;TWTS;Marble dust ;5;1
16;636;800;Air;0.05;TWTS;Marble dust ;5;1
17;659;800;Air;0.05;TWTS;Marble dust ;5;1
18;682;800;Air;0.05;TWTS;Marble dust ;5;2
19;702;800;Air;0.05;TWTS;Marble dust ;5;2
20;720;800;Air;0.05;TWTS;Marble dust ;5;3
21;737;800;Air;0.05;TWTS;Marble dust ;5;5
22;754;800;Air;0.05;TWTS;Marble dust ;5;7
23;768;800;Air;0.05;TWTS;Marble dust ;5;11
24;784;800;Air;0.05;TWTS;Marble dust ;5;15
25;797;800;Air;0.05;TWTS;Marble dust ;5;18
26;800;800;Air;0.05;TWTS;Marble dust ;5;21
27;800;800;Air;0.05;TWTS;Marble dust ;5;23
28;800;800;Air;0.05;TWTS;Marble dust ;5;24
29;800;800;Air;0.05;TWTS;Marble dust ;5;24
30;800;800;Air;0.05;TWTS;Marble dust ;5;24
31;800;800;Air;0.05;TWTS;Marble dust ;5;24
32;800;800;Air;0.05;TWTS;Marble dust ;5;23
33;800;800;Air;0.05;TWTS;Marble dust ;5;23
34;800;800;Air;0.05;TWTS;Marble dust ;5;23
35;800;800;Air;0.05;TWTS;Marble dust ;5;24
36;800;800;Air;0.05;TWTS;Marble dust ;5;25
37;800;800;Air;0.05;TWTS;Marble dust ;5;25
38;800;800;Air;0.05;TWTS;Marble dust ;5;25
39;800;800;Air;0.05;TWTS;Marble dust ;5;25
40;800;800;Air;0.05;TWTS;Marble dust ;5;25
41;800;800;Air;0.05;TWTS;Marble dust ;5;24
42;800;800;Air;0.05;TWTS;Marble dust ;5;23
43;800;800;Air;0.05;TWTS;Marble dust ;5;22
44;800;800;Air;0.05;TWTS;Marble dust ;5;21
45;800;800;Air;0.05;TWTS;Marble dust ;5;19
46;800;800;Air;0.05;TWTS;Marble dust ;5;18
47;800;800;Air;0.05;TWTS;Marble dust ;5;17
48;800;800;Air;0.05;TWTS;Marble dust ;5;16
49;800;800;Air;0.05;TWTS;Marble dust ;5;15
50;800;800;Air;0.05;TWTS;Marble dust ;5;15
51;800;800;Air;0.05;TWTS;Marble dust ;5;14
52;800;800;Air;0.05;TWTS;Marble dust ;5;12
1;21;800;Air;0.05;TWTS;Marble dust ;10;0
2;28;800;Air;0.05;TWTS;Marble dust ;10;0
3;47;800;Air;0.05;TWTS;Marble dust ;10;0
4;77;800;Air;0.05;TWTS;Marble dust ;10;0
5;118;800;Air;0.05;TWTS;Marble dust ;10;0
6;167;800;Air;0.05;TWTS;Marble dust ;10;0
7;226;800;Air;0.05;TWTS;Marble dust ;10;0
8;290;800;Air;0.05;TWTS;Marble dust ;10;0
9;355;800;Air;0.05;TWTS;Marble dust ;10;1
10;413;800;Air;0.05;TWTS;Marble dust ;10;1
11;466;800;Air;0.05;TWTS;Marble dust ;10;1
12;510;800;Air;0.05;TWTS;Marble dust ;10;1
13;549;800;Air;0.05;TWTS;Marble dust ;10;1
14;581;800;Air;0.05;TWTS;Marble dust ;10;1
15;610;800;Air;0.05;TWTS;Marble dust ;10;1
16;636;800;Air;0.05;TWTS;Marble dust ;10;1
17;659;800;Air;0.05;TWTS;Marble dust ;10;1
18;682;800;Air;0.05;TWTS;Marble dust ;10;2
19;702;800;Air;0.05;TWTS;Marble dust ;10;2
20;720;800;Air;0.05;TWTS;Marble dust ;10;3
21;737;800;Air;0.05;TWTS;Marble dust ;10;5
22;754;800;Air;0.05;TWTS;Marble dust ;10;7
23;768;800;Air;0.05;TWTS;Marble dust ;10;11
24;784;800;Air;0.05;TWTS;Marble dust ;10;14
25;797;800;Air;0.05;TWTS;Marble dust ;10;17
26;800;800;Air;0.05;TWTS;Marble dust ;10;19
27;800;800;Air;0.05;TWTS;Marble dust ;10;20
28;800;800;Air;0.05;TWTS;Marble dust ;10;20
29;800;800;Air;0.05;TWTS;Marble dust ;10;17
30;800;800;Air;0.05;TWTS;Marble dust ;10;24
31;800;800;Air;0.05;TWTS;Marble dust ;10;24
32;800;800;Air;0.05;TWTS;Marble dust ;10;24
33;800;800;Air;0.05;TWTS;Marble dust ;10;24
34;800;800;Air;0.05;TWTS;Marble dust ;10;24
35;800;800;Air;0.05;TWTS;Marble dust ;10;24
36;800;800;Air;0.05;TWTS;Marble dust ;10;24
37;800;800;Air;0.05;TWTS;Marble dust ;10;24
38;800;800;Air;0.05;TWTS;Marble dust ;10;23
39;800;800;Air;0.05;TWTS;Marble dust ;10;22
40;800;800;Air;0.05;TWTS;Marble dust ;10;21
41;800;800;Air;0.05;TWTS;Marble dust ;10;19
42;800;800;Air;0.05;TWTS;Marble dust ;10;18
43;800;800;Air;0.05;TWTS;Marble dust ;10;17
44;800;800;Air;0.05;TWTS;Marble dust ;10;17
45;800;800;Air;0.05;TWTS;Marble dust ;10;17
46;800;800;Air;0.05;TWTS;Marble dust ;10;17
47;800;800;Air;0.05;TWTS;Marble dust ;10;16
48;800;800;Air;0.05;TWTS;Marble dust ;10;16
49;800;800;Air;0.05;TWTS;Marble dust ;10;16
50;800;800;Air;0.05;TWTS;Marble dust ;10;16
51;800;800;Air;0.05;TWTS;Marble dust ;10;15
52;800;800;Air;0.05;TWTS;Marble dust ;10;15
53;800;800;Air;0.05;TWTS;Marble dust ;10;15
54;800;800;Air;0.05;TWTS;Marble dust ;10;14
55;800;800;Air;0.05;TWTS;Marble dust ;10;13
1;21;800;Air;0.05;TWTS;Marble dust ;15;0
2;28;800;Air;0.05;TWTS;Marble dust ;15;0
3;47;800;Air;0.05;TWTS;Marble dust ;15;0
4;77;800;Air;0.05;TWTS;Marble dust ;15;0
5;118;800;Air;0.05;TWTS;Marble dust ;15;0
6;167;800;Air;0.05;TWTS;Marble dust ;15;0
7;226;800;Air;0.05;TWTS;Marble dust ;15;0
8;290;800;Air;0.05;TWTS;Marble dust ;15;0
9;355;800;Air;0.05;TWTS;Marble dust ;15;0
10;413;800;Air;0.05;TWTS;Marble dust ;15;0
11;466;800;Air;0.05;TWTS;Marble dust ;15;0
12;510;800;Air;0.05;TWTS;Marble dust ;15;0
13;549;800;Air;0.05;TWTS;Marble dust ;15;1
14;581;800;Air;0.05;TWTS;Marble dust ;15;1
15;610;800;Air;0.05;TWTS;Marble dust ;15;1
16;636;800;Air;0.05;TWTS;Marble dust ;15;1
17;659;800;Air;0.05;TWTS;Marble dust ;15;2
18;682;800;Air;0.05;TWTS;Marble dust ;15;2
19;702;800;Air;0.05;TWTS;Marble dust ;15;2
20;720;800;Air;0.05;TWTS;Marble dust ;15;4
21;737;800;Air;0.05;TWTS;Marble dust ;15;6
22;754;800;Air;0.05;TWTS;Marble dust ;15;8
23;768;800;Air;0.05;TWTS;Marble dust ;15;11
24;784;800;Air;0.05;TWTS;Marble dust ;15;14
25;797;800;Air;0.05;TWTS;Marble dust ;15;17
26;800;800;Air;0.05;TWTS;Marble dust ;15;19
27;800;800;Air;0.05;TWTS;Marble dust ;15;21
28;800;800;Air;0.05;TWTS;Marble dust ;15;23
29;800;800;Air;0.05;TWTS;Marble dust ;15;25
30;800;800;Air;0.05;TWTS;Marble dust ;15;25
31;800;800;Air;0.05;TWTS;Marble dust ;15;25
32;800;800;Air;0.05;TWTS;Marble dust ;15;24
33;800;800;Air;0.05;TWTS;Marble dust ;15;25
34;800;800;Air;0.05;TWTS;Marble dust ;15;26
35;800;800;Air;0.05;TWTS;Marble dust ;15;27
36;800;800;Air;0.05;TWTS;Marble dust ;15;27
37;800;800;Air;0.05;TWTS;Marble dust ;15;26
38;800;800;Air;0.05;TWTS;Marble dust ;15;26
39;800;800;Air;0.05;TWTS;Marble dust ;15;26
40;800;800;Air;0.05;TWTS;Marble dust ;15;26
41;800;800;Air;0.05;TWTS;Marble dust ;15;25
42;800;800;Air;0.05;TWTS;Marble dust ;15;24
43;800;800;Air;0.05;TWTS;Marble dust ;15;19.46
44;800;800;Air;0.05;TWTS;Marble dust ;15;21.21
45;800;800;Air;0.05;TWTS;Marble dust ;15;22.83
46;800;800;Air;0.05;TWTS;Marble dust ;15;24.27
47;800;800;Air;0.05;TWTS;Marble dust ;15;25.25
48;800;800;Air;0.05;TWTS;Marble dust ;15;26.14
49;800;800;Air;0.05;TWTS;Marble dust ;15;26.98
50;800;800;Air;0.05;TWTS;Marble dust ;15;27.43
51;800;800;Air;0.05;TWTS;Marble dust ;15;27.63
52;800;800;Air;0.05;TWTS;Marble dust ;15;27.58
53;800;800;Air;0.05;TWTS;Marble dust ;15;27.27
54;800;800;Air;0.05;TWTS;Marble dust ;15;26.4
55;800;800;Air;0.05;TWTS;Marble dust ;15;24.24
56;800;800;Air;0.05;TWTS;Marble dust ;15;20.87
57;800;800;Air;0.05;TWTS;Marble dust ;15;15.37
58;800;800;Air;0.05;TWTS;Marble dust ;15;12.17
59;800;800;Air;0.05;TWTS;Marble dust ;15;11.05
60;800;800;Air;0.05;TWTS;Marble dust ;15;10.57
61;800;800;Air;0.05;TWTS;Marble dust ;15;9.42
62;800;800;Air;0.05;TWTS;Marble dust ;15;8.83
1;21;800;Air;0.05;TWTS;Marble dust ;20;0
2;28;800;Air;0.05;TWTS;Marble dust ;20;0
3;47;800;Air;0.05;TWTS;Marble dust ;20;0
4;77;800;Air;0.05;TWTS;Marble dust ;20;0
5;118;800;Air;0.05;TWTS;Marble dust ;20;0
6;167;800;Air;0.05;TWTS;Marble dust ;20;0
7;226;800;Air;0.05;TWTS;Marble dust ;20;0
8;290;800;Air;0.05;TWTS;Marble dust ;20;0
9;355;800;Air;0.05;TWTS;Marble dust ;20;0
10;413;800;Air;0.05;TWTS;Marble dust ;20;0
11;466;800;Air;0.05;TWTS;Marble dust ;20;1
12;510;800;Air;0.05;TWTS;Marble dust ;20;1
13;549;800;Air;0.05;TWTS;Marble dust ;20;1
14;581;800;Air;0.05;TWTS;Marble dust ;20;1
15;610;800;Air;0.05;TWTS;Marble dust ;20;1
16;636;800;Air;0.05;TWTS;Marble dust ;20;2
17;659;800;Air;0.05;TWTS;Marble dust ;20;2
18;682;800;Air;0.05;TWTS;Marble dust ;20;3
19;702;800;Air;0.05;TWTS;Marble dust ;20;5
20;720;800;Air;0.05;TWTS;Marble dust ;20;7
21;737;800;Air;0.05;TWTS;Marble dust ;20;10
22;754;800;Air;0.05;TWTS;Marble dust ;20;13
23;768;800;Air;0.05;TWTS;Marble dust ;20;16
24;784;800;Air;0.05;TWTS;Marble dust ;20;17
25;797;800;Air;0.05;TWTS;Marble dust ;20;19
26;800;800;Air;0.05;TWTS;Marble dust ;20;20
27;800;800;Air;0.05;TWTS;Marble dust ;20;21
28;800;800;Air;0.05;TWTS;Marble dust ;20;20
29;800;800;Air;0.05;TWTS;Marble dust ;20;18
30;800;800;Air;0.05;TWTS;Marble dust ;20;17
31;800;800;Air;0.05;TWTS;Marble dust ;20;18
32;800;800;Air;0.05;TWTS;Marble dust ;20;18
33;800;800;Air;0.05;TWTS;Marble dust ;20;18
34;800;800;Air;0.05;TWTS;Marble dust ;20;17
35;800;800;Air;0.05;TWTS;Marble dust ;20;16
36;800;800;Air;0.05;TWTS;Marble dust ;20;17
37;800;800;Air;0.05;TWTS;Marble dust ;20;17
38;800;800;Air;0.05;TWTS;Marble dust ;20;16
39;800;800;Air;0.05;TWTS;Marble dust ;20;15
40;800;800;Air;0.05;TWTS;Marble dust ;20;15
41;800;800;Air;0.05;TWTS;Marble dust ;20;16
42;800;800;Air;0.05;TWTS;Marble dust ;20;16
43;800;800;Air;0.05;TWTS;Marble dust ;20;15
44;800;800;Air;0.05;TWTS;Marble dust ;20;14
45;800;800;Air;0.05;TWTS;Marble dust ;20;14
46;800;800;Air;0.05;TWTS;Marble dust ;20;14
47;800;800;Air;0.05;TWTS;Marble dust ;20;14
48;800;800;Air;0.05;TWTS;Marble dust ;20;13
49;800;800;Air;0.05;TWTS;Marble dust ;20;12
1;12;900;Air;0.05;TWTS;Marble dust ;5;0
2;15;900;Air;0.05;TWTS;Marble dust ;5;0
3;18;900;Air;0.05;TWTS;Marble dust ;5;0
4;28;900;Air;0.05;TWTS;Marble dust ;5;0
5;47;900;Air;0.05;TWTS;Marble dust ;5;0
6;77;900;Air;0.05;TWTS;Marble dust ;5;0
7;118;900;Air;0.05;TWTS;Marble dust ;5;1
8;167;900;Air;0.05;TWTS;Marble dust ;5;1
9;226;900;Air;0.05;TWTS;Marble dust ;5;1.22
10;290;900;Air;0.05;TWTS;Marble dust ;5;1.25
11;355;900;Air;0.05;TWTS;Marble dust ;5;1.26
12;413;900;Air;0.05;TWTS;Marble dust ;5;1.27
13;466;900;Air;0.05;TWTS;Marble dust ;5;1.27
14;510;900;Air;0.05;TWTS;Marble dust ;5;1.58
15;549;900;Air;0.05;TWTS;Marble dust ;5;2.4
16;581;900;Air;0.05;TWTS;Marble dust ;5;4.07
17;610;900;Air;0.05;TWTS;Marble dust ;5;6.65
18;636;900;Air;0.05;TWTS;Marble dust ;5;10.02
19;659;900;Air;0.05;TWTS;Marble dust ;5;13.51
20;682;900;Air;0.05;TWTS;Marble dust ;5;16.72
21;702;900;Air;0.05;TWTS;Marble dust ;5;19.46
22;720;900;Air;0.05;TWTS;Marble dust ;5;21.21
23;737;900;Air;0.05;TWTS;Marble dust ;5;22.83
24;754;900;Air;0.05;TWTS;Marble dust ;5;24.27
25;768;900;Air;0.05;TWTS;Marble dust ;5;25.25
26;784;900;Air;0.05;TWTS;Marble dust ;5;26.14
27;797;900;Air;0.05;TWTS;Marble dust ;5;26.98
28;810;900;Air;0.05;TWTS;Marble dust ;5;27.43
29;823;900;Air;0.05;TWTS;Marble dust ;5;27.63
30;835;900;Air;0.05;TWTS;Marble dust ;5;27.58
31;847;900;Air;0.05;TWTS;Marble dust ;5;27.27
32;859;900;Air;0.05;TWTS;Marble dust ;5;26.4
33;869;900;Air;0.05;TWTS;Marble dust ;5;24.24
34;879;900;Air;0.05;TWTS;Marble dust ;5;20.87
35;900;900;Air;0.05;TWTS;Marble dust ;5;15.37
36;900;900;Air;0.05;TWTS;Marble dust ;5;12.17
37;900;900;Air;0.05;TWTS;Marble dust ;5;11.05
38;900;900;Air;0.05;TWTS;Marble dust ;5;10.57
39;900;900;Air;0.05;TWTS;Marble dust ;5;9.42
40;900;900;Air;0.05;TWTS;Marble dust ;5;8.83
1;6;900;Air;0.05;TWTS;Marble dust ;10;0
2;9;900;Air;0.05;TWTS;Marble dust ;10;0
3;12;900;Air;0.05;TWTS;Marble dust ;10;0
4;15;900;Air;0.05;TWTS;Marble dust ;10;0
5;18;900;Air;0.05;TWTS;Marble dust ;10;0
6;28;900;Air;0.05;TWTS;Marble dust ;10;0
7;47;900;Air;0.05;TWTS;Marble dust ;10;0
8;77;900;Air;0.05;TWTS;Marble dust ;10;0
9;118;900;Air;0.05;TWTS;Marble dust ;10;1
10;167;900;Air;0.05;TWTS;Marble dust ;10;1
11;226;900;Air;0.05;TWTS;Marble dust ;10;1
12;290;900;Air;0.05;TWTS;Marble dust ;10;1
13;355;900;Air;0.05;TWTS;Marble dust ;10;1
