Time;Temperature;ProcessTemperature;AgentType;AgentFlow;SampleType;CatalystType;CatalystRatio;Hydrogen
14;413;900;Air;0.05;TWTS;Marble dust ;10;1
15;466;900;Air;0.05;TWTS;Marble dust ;10;2
16;510;900;Air;0.05;TWTS;Marble dust ;10;2
17;549;900;Air;0.05;TWTS;Marble dust ;10;3
18;581;900;Air;0.05;TWTS;Marble dust ;10;5
19;610;900;Air;0.05;TWTS;Marble dust ;10;8
20;636;900;Air;0.05;TWTS;Marble dust ;10;10
21;659;900;Air;0.05;TWTS;Marble dust ;10;12
22;682;900;Air;0.05;TWTS;Marble dust ;10;14
23;702;900;Air;0.05;TWTS;Marble dust ;10;15
24;720;900;Air;0.05;TWTS;Marble dust ;10;16
25;737;900;Air;0.05;TWTS;Marble dust ;10;17
26;754;900;Air;0.05;TWTS;Marble dust ;10;18
27;768;900;Air;0.05;TWTS;Marble dust ;10;18
28;784;900;Air;0.05;TWTS;Marble dust ;10;18
29;797;900;Air;0.05;TWTS;Marble dust ;10;18
30;810;900;Air;0.05;TWTS;Marble dust ;10;18
31;823;900;Air;0.05;TWTS;Marble dust ;10;18
32;835;900;Air;0.05;TWTS;Marble dust ;10;18
33;847;900;Air;0.05;TWTS;Marble dust ;10;17
34;859;900;Air;0.05;TWTS;Marble dust ;10;16
35;869;900;Air;0.05;TWTS;Marble dust ;10;14
36;879;900;Air;0.05;TWTS;Marble dust ;10;13
37;889;900;Air;0.05;TWTS;Marble dust ;10;12
38;900;900;Air;0.05;TWTS;Marble dust ;10;11
39;900;900;Air;0.05;TWTS;Marble dust ;10;9
40;900;900;Air;0.05;TWTS;Marble dust ;10;8
41;900;900;Air;0.05;TWTS;Marble dust ;10;7
42;900;900;Air;0.05;TWTS;Marble dust ;10;7
43;900;900;Air;0.05;TWTS;Marble dust ;10;6
44;900;900;Air;0.05;TWTS;Marble dust ;10;5
45;900;900;Air;0.05;TWTS;Marble dust ;10;5
46;900;900;Air;0.05;TWTS;Marble dust ;10;4
47;900;900;Air;0.05;TWTS;Marble dust ;10;4
48;900;900;Air;0.05;TWTS;Marble dust ;10;3
49;900;900;Air;0.05;TWTS;Marble dust ;10;3
50;900;900;Air;0.05;TWTS;Marble dust ;10;2
51;900;900;Air;0.05;TWTS;Marble dust ;10;2
52;900;900;Air;0.05;TWTS;Marble dust ;10;2
53;900;900;Air;0.05;TWTS;Marble dust ;10;2
54;900;900;Air;0.05;TWTS;Marble dust ;10;2
55;900;900;Air;0.05;TWTS;Marble dust ;10;1
56;900;900;Air;0.05;TWTS;Marble dust ;10;1
57;900;900;Air;0.05;TWTS;Marble dust ;10;1
58;900;900;Air;0.05;TWTS;Marble dust ;10;1
59;900;900;Air;0.05;TWTS;Marble dust ;10;1
60;900;900;Air;0.05;TWTS;Marble dust ;10;1
1;6;900;Air;0.05;TWTS;Marble dust ;15;0
2;9;900;Air;0.05;TWTS;Marble dust ;15;0
3;12;900;Air;0.05;TWTS;Marble dust ;15;0
4;15;900;Air;0.05;TWTS;Marble dust ;15;0
5;18;900;Air;0.05;TWTS;Marble dust ;15;0
6;28;900;Air;0.05;TWTS;Marble dust ;15;0
7;47;900;Air;0.05;TWTS;Marble dust ;15;0
8;77;900;Air;0.05;TWTS;Marble dust ;15;0
9;118;900;Air;0.05;TWTS;Marble dust ;15;1
10;167;900;Air;0.05;TWTS;Marble dust ;15;1
11;226;900;Air;0.05;TWTS;Marble dust ;15;1
12;290;900;Air;0.05;TWTS;Marble dust ;15;1
13;355;900;Air;0.05;TWTS;Marble dust ;15;1
14;413;900;Air;0.05;TWTS;Marble dust ;15;1
15;466;900;Air;0.05;TWTS;Marble dust ;15;1
16;510;900;Air;0.05;TWTS;Marble dust ;15;1
17;549;900;Air;0.05;TWTS;Marble dust ;15;2
18;581;900;Air;0.05;TWTS;Marble dust ;15;2
19;610;900;Air;0.05;TWTS;Marble dust ;15;4
20;636;900;Air;0.05;TWTS;Marble dust ;15;7
21;659;900;Air;0.05;TWTS;Marble dust ;15;10
22;682;900;Air;0.05;TWTS;Marble dust ;15;13
23;702;900;Air;0.05;TWTS;Marble dust ;15;16
24;720;900;Air;0.05;TWTS;Marble dust ;15;18
25;737;900;Air;0.05;TWTS;Marble dust ;15;20
26;754;900;Air;0.05;TWTS;Marble dust ;15;21
27;768;900;Air;0.05;TWTS;Marble dust ;15;22
28;784;900;Air;0.05;TWTS;Marble dust ;15;23
29;797;900;Air;0.05;TWTS;Marble dust ;15;24
30;810;900;Air;0.05;TWTS;Marble dust ;15;24
31;823;900;Air;0.05;TWTS;Marble dust ;15;25
32;835;900;Air;0.05;TWTS;Marble dust ;15;25
33;847;900;Air;0.05;TWTS;Marble dust ;15;24
34;859;900;Air;0.05;TWTS;Marble dust ;15;24
35;869;900;Air;0.05;TWTS;Marble dust ;15;24
36;879;900;Air;0.05;TWTS;Marble dust ;15;24
37;889;900;Air;0.05;TWTS;Marble dust ;15;23
38;900;900;Air;0.05;TWTS;Marble dust ;15;23
39;900;900;Air;0.05;TWTS;Marble dust ;15;22
40;900;900;Air;0.05;TWTS;Marble dust ;15;21
41;900;900;Air;0.05;TWTS;Marble dust ;15;20
42;900;900;Air;0.05;TWTS;Marble dust ;15;19
43;900;900;Air;0.05;TWTS;Marble dust ;15;18
44;900;900;Air;0.05;TWTS;Marble dust ;15;16
45;900;900;Air;0.05;TWTS;Marble dust ;15;14
46;900;900;Air;0.05;TWTS;Marble dust ;15;12
47;900;900;Air;0.05;TWTS;Marble dust ;15;10
48;900;900;Air;0.05;TWTS;Marble dust ;15;10
49;900;900;Air;0.05;TWTS;Marble dust ;15;10
50;900;900;Air;0.05;TWTS;Marble dust ;15;9
51;900;900;Air;0.05;TWTS;Marble dust ;15;8
52;900;900;Air;0.05;TWTS;Marble dust ;15;8
53;900;900;Air;0.05;TWTS;Marble dust ;15;7
1;21;900;Air;0.05;TWTS;Marble dust ;20;0
2;28;900;Air;0.05;TWTS;Marble dust ;20;0
3;47;900;Air;0.05;TWTS;Marble dust ;20;0
4;77;900;Air;0.05;TWTS;Marble dust ;20;0
5;118;900;Air;0.05;TWTS;Marble dust ;20;0
6;167;900;Air;0.05;TWTS;Marble dust ;20;0
7;226;900;Air;0.05;TWTS;Marble dust ;20;0
8;290;900;Air;0.05;TWTS;Marble dust ;20;0
9;355;900;Air;0.05;TWTS;Marble dust ;20;0
10;413;900;Air;0.05;TWTS;Marble dust ;20;1
11;466;900;Air;0.05;TWTS;Marble dust ;20;1
12;510;900;Air;0.05;TWTS;Marble dust ;20;1
13;549;900;Air;0.05;TWTS;Marble dust ;20;1
14;581;900;Air;0.05;TWTS;Marble dust ;20;1
15;610;900;Air;0.05;TWTS;Marble dust ;20;1
16;636;900;Air;0.05;TWTS;Marble dust ;20;2
17;659;900;Air;0.05;TWTS;Marble dust ;20;3
18;682;900;Air;0.05;TWTS;Marble dust ;20;5
19;702;900;Air;0.05;TWTS;Marble dust ;20;8
20;720;900;Air;0.05;TWTS;Marble dust ;20;10
21;737;900;Air;0.05;TWTS;Marble dust ;20;13
22;754;900;Air;0.05;TWTS;Marble dust ;20;16
23;768;900;Air;0.05;TWTS;Marble dust ;20;18
24;784;900;Air;0.05;TWTS;Marble dust ;20;20
25;797;900;Air;0.05;TWTS;Marble dust ;20;21
26;800;900;Air;0.05;TWTS;Marble dust ;20;22
27;810;900;Air;0.05;TWTS;Marble dust ;20;22
28;823;900;Air;0.05;TWTS;Marble dust ;20;22
29;835;900;Air;0.05;TWTS;Marble dust ;20;23
30;847;900;Air;0.05;TWTS;Marble dust ;20;23
31;859;900;Air;0.05;TWTS;Marble dust ;20;23
32;869;900;Air;0.05;TWTS;Marble dust ;20;23
33;879;900;Air;0.05;TWTS;Marble dust ;20;22
34;889;900;Air;0.05;TWTS;Marble dust ;20;21
35;900;900;Air;0.05;TWTS;Marble dust ;20;20
36;900;900;Air;0.05;TWTS;Marble dust ;20;20
37;900;900;Air;0.05;TWTS;Marble dust ;20;20
38;900;900;Air;0.05;TWTS;Marble dust ;20;19
39;900;900;Air;0.05;TWTS;Marble dust ;20;18
40;900;900;Air;0.05;TWTS;Marble dust ;20;18
41;900;900;Air;0.05;TWTS;Marble dust ;20;18
42;900;900;Air;0.05;TWTS;Marble dust ;20;17
43;900;900;Air;0.05;TWTS;Marble dust ;20;15
44;900;900;Air;0.05;TWTS;Marble dust ;20;14
45;900;900;Air;0.05;TWTS;Marble dust ;20;13
46;900;900;Air;0.05;TWTS;Marble dust ;20;12
47;900;900;Air;0.05;TWTS;Marble dust ;20;10
48;900;900;Air;0.05;TWTS;Marble dust ;20;9
49;900;900;Air;0.05;TWTS;Marble dust ;20;8
50;900;900;Air;0.05;TWTS;Marble dust ;20;7
51;900;900;Air;0.05;TWTS;Marble dust ;20;7
52;900;900;Air;0.05;TWTS;Marble dust ;20;6
1;6;1000;Air;0.05;TWTS;Marble dust ;5;0
2;9;1000;Air;0.05;TWTS;Marble dust ;5;0
3;12;1000;Air;0.05;TWTS;Marble dust ;5;0
4;15;1000;Air;0.05;TWTS;Marble dust ;5;0
5;18;1000;Air;0.05;TWTS;Marble dust ;5;0
6;28;1000;Air;0.05;TWTS;Marble dust ;5;0
7;47;1000;Air;0.05;TWTS;Marble dust ;5;0
8;77;1000;Air;0.05;TWTS;Marble dust ;5;0
9;118;1000;Air;0.05;TWTS;Marble dust ;5;0
10;167;1000;Air;0.05;TWTS;Marble dust ;5;0
11;226;1000;Air;0.05;TWTS;Marble dust ;5;1
12;290;1000;Air;0.05;TWTS;Marble dust ;5;1
13;355;1000;Air;0.05;TWTS;Marble dust ;5;1
14;413;1000;Air;0.05;TWTS;Marble dust ;5;1
15;466;1000;Air;0.05;TWTS;Marble dust ;5;2
16;510;1000;Air;0.05;TWTS;Marble dust ;5;3
17;549;1000;Air;0.05;TWTS;Marble dust ;5;5
18;581;1000;Air;0.05;TWTS;Marble dust ;5;8
19;610;1000;Air;0.05;TWTS;Marble dust ;5;11
20;636;1000;Air;0.05;TWTS;Marble dust ;5;15
21;659;1000;Air;0.05;TWTS;Marble dust ;5;18
22;682;1000;Air;0.05;TWTS;Marble dust ;5;21
23;702;1000;Air;0.05;TWTS;Marble dust ;5;23
24;720;1000;Air;0.05;TWTS;Marble dust ;5;25
25;737;1000;Air;0.05;TWTS;Marble dust ;5;27
26;754;1000;Air;0.05;TWTS;Marble dust ;5;28
27;768;1000;Air;0.05;TWTS;Marble dust ;5;29
28;784;1000;Air;0.05;TWTS;Marble dust ;5;30
29;797;1000;Air;0.05;TWTS;Marble dust ;5;31
30;810;1000;Air;0.05;TWTS;Marble dust ;5;32
31;823;1000;Air;0.05;TWTS;Marble dust ;5;32
32;835;1000;Air;0.05;TWTS;Marble dust ;5;33
33;847;1000;Air;0.05;TWTS;Marble dust ;5;33
34;859;1000;Air;0.05;TWTS;Marble dust ;5;34
35;869;1000;Air;0.05;TWTS;Marble dust ;5;33
36;879;1000;Air;0.05;TWTS;Marble dust ;5;36
37;889;1000;Air;0.05;TWTS;Marble dust ;5;35
38;900;1000;Air;0.05;TWTS;Marble dust ;5;36
39;915;1000;Air;0.05;TWTS;Marble dust ;5;35
40;930;1000;Air;0.05;TWTS;Marble dust ;5;35
41;945;1000;Air;0.05;TWTS;Marble dust ;5;34
42;960;1000;Air;0.05;TWTS;Marble dust ;5;34
43;975;1000;Air;0.05;TWTS;Marble dust ;5;33
44;985;1000;Air;0.05;TWTS;Marble dust ;5;32
45;995;1000;Air;0.05;TWTS;Marble dust ;5;31
46;1000;1000;Air;0.05;TWTS;Marble dust ;5;30
47;1000;1000;Air;0.05;TWTS;Marble dust ;5;28
48;1000;1000;Air;0.05;TWTS;Marble dust ;5;26
49;1000;1000;Air;0.05;TWTS;Marble dust ;5;24
50;1000;1000;Air;0.05;TWTS;Marble dust ;5;21
51;1000;1000;Air;0.05;TWTS;Marble dust ;5;20
52;1000;1000;Air;0.05;TWTS;Marble dust ;5;19
53;1000;1000;Air;0.05;TWTS;Marble dust ;5;19
54;1000;1000;Air;0.05;TWTS;Marble dust ;5;19
55;1000;1000;Air;0.05;TWTS;Marble dust ;5;18
56;1000;1000;Air;0.05;TWTS;Marble dust ;5;19
57;1000;1000;Air;0.05;TWTS;Marble dust ;5;19
58;1000;1000;Air;0.05;TWTS;Marble dust ;5;18
59;1000;1000;Air;0.05;TWTS;Marble dust ;5;18
60;1000;1000;Air;0.05;TWTS;Marble dust ;5;19
61;1000;1000;Air;0.05;TWTS;Marble dust ;5;18
62;1000;1000;Air;0.05;TWTS;Marble dust ;5;19
63;1000;1000;Air;0.05;TWTS;Marble dust ;5;19
64;1000;1000;Air;0.05;TWTS;Marble dust ;5;19
65;1000;1000;Air;0.05;TWTS;Marble dust ;5;19
66;1000;1000;Air;0.05;TWTS;Marble dust ;5;19
67;1000;1000;Air;0.05;TWTS;Marble dust ;5;18
68;1000;1000;Air;0.05;TWTS;Marble dust ;5;18
69;1000;1000;Air;0.05;TWTS;Marble dust ;5;19
70;1000;1000;Air;0.05;TWTS;Marble dust ;5;18
71;1000;1000;Air;0.05;TWTS;Marble dust ;5;18
72;1000;1000;Air;0.05;TWTS;Marble dust ;5;17
73;1000;1000;Air;0.05;TWTS;Marble dust ;5;16
74;1000;1000;Air;0.05;TWTS;Marble dust ;5;16
75;1000;1000;Air;0.05;TWTS;Marble dust ;5;15
76;1000;1000;Air;0.05;TWTS;Marble dust ;5;14
1;6;1000;Air;0.05;TWTS;Marble dust ;10;0
2;9;1000;Air;0.05;TWTS;Marble dust ;10;0
3;12;1000;Air;0.05;TWTS;Marble dust ;10;0
4;15;1000;Air;0.05;TWTS;Marble dust ;10;0
5;18;1000;Air;0.05;TWTS;Marble dust ;10;0
6;28;1000;Air;0.05;TWTS;Marble dust ;10;0
7;47;1000;Air;0.05;TWTS;Marble dust ;10;0
8;77;1000;Air;0.05;TWTS;Marble dust ;10;0
9;118;1000;Air;0.05;TWTS;Marble dust ;10;0
10;167;1000;Air;0.05;TWTS;Marble dust ;10;0
11;226;1000;Air;0.05;TWTS;Marble dust ;10;1
12;290;1000;Air;0.05;TWTS;Marble dust ;10;1
13;355;1000;Air;0.05;TWTS;Marble dust ;10;1
14;413;1000;Air;0.05;TWTS;Marble dust ;10;1
15;466;1000;Air;0.05;TWTS;Marble dust ;10;1
16;510;1000;Air;0.05;TWTS;Marble dust ;10;2
17;549;1000;Air;0.05;TWTS;Marble dust ;10;2
18;581;1000;Air;0.05;TWTS;Marble dust ;10;4
19;610;1000;Air;0.05;TWTS;Marble dust ;10;6
20;636;1000;Air;0.05;TWTS;Marble dust ;10;9
21;659;1000;Air;0.05;TWTS;Marble dust ;10;12
22;682;1000;Air;0.05;TWTS;Marble dust ;10;16
23;702;1000;Air;0.05;TWTS;Marble dust ;10;18
24;720;1000;Air;0.05;TWTS;Marble dust ;10;20
25;737;1000;Air;0.05;TWTS;Marble dust ;10;22
26;754;1000;Air;0.05;TWTS;Marble dust ;10;24
27;768;1000;Air;0.05;TWTS;Marble dust ;10;25
28;784;1000;Air;0.05;TWTS;Marble dust ;10;26
29;797;1000;Air;0.05;TWTS;Marble dust ;10;26
30;810;1000;Air;0.05;TWTS;Marble dust ;10;27
31;823;1000;Air;0.05;TWTS;Marble dust ;10;27
32;835;1000;Air;0.05;TWTS;Marble dust ;10;27
33;847;1000;Air;0.05;TWTS;Marble dust ;10;27
34;859;1000;Air;0.05;TWTS;Marble dust ;10;27
35;869;1000;Air;0.05;TWTS;Marble dust ;10;27
36;879;1000;Air;0.05;TWTS;Marble dust ;10;26
37;889;1000;Air;0.05;TWTS;Marble dust ;10;26
38;900;1000;Air;0.05;TWTS;Marble dust ;10;26
39;915;1000;Air;0.05;TWTS;Marble dust ;10;25
40;930;1000;Air;0.05;TWTS;Marble dust ;10;24
41;945;1000;Air;0.05;TWTS;Marble dust ;10;23
42;960;1000;Air;0.05;TWTS;Marble dust ;10;22
43;975;1000;Air;0.05;TWTS;Marble dust ;10;20
44;985;1000;Air;0.05;TWTS;Marble dust ;10;18
45;995;1000;Air;0.05;TWTS;Marble dust ;10;15
46;1000;1000;Air;0.05;TWTS;Marble dust ;10;14
47;1000;1000;Air;0.05;TWTS;Marble dust ;10;12
48;1000;1000;Air;0.05;TWTS;Marble dust ;10;11
49;1000;1000;Air;0.05;TWTS;Marble dust ;10;11
50;1000;1000;Air;0.05;TWTS;Marble dust ;10;10
51;1000;1000;Air;0.05;TWTS;Marble dust ;10;10
52;1000;1000;Air;0.05;TWTS;Marble dust ;10;9
53;1000;1000;Air;0.05;TWTS;Marble dust ;10;9
54;1000;1000;Air;0.05;TWTS;Marble dust ;10;9
55;1000;1000;Air;0.05;TWTS;Marble dust ;10;9
56;1000;1000;Air;0.05;TWTS;Marble dust ;10;8
1;6;1000;Air;0.05;TWTS;Marble dust ;15;0
2;9;1000;Air;0.05;TWTS;Marble dust ;15;0
3;12;1000;Air;0.05;TWTS;Marble dust ;15;0
4;15;1000;Air;0.05;TWTS;Marble dust ;15;0
5;18;1000;Air;0.05;TWTS;Marble dust ;15;0
6;28;1000;Air;0.05;TWTS;Marble dust ;15;0
7;47;1000;Air;0.05;TWTS;Marble dust ;15;0
8;77;1000;Air;0.05;TWTS;Marble dust ;15;0
9;118;1000;Air;0.05;TWTS;Marble dust ;15;0
10;167;1000;Air;0.05;TWTS;Marble dust ;15;0
11;226;1000;Air;0.05;TWTS;Marble dust ;15;0
12;290;1000;Air;0.05;TWTS;Marble dust ;15;1
13;355;1000;Air;0.05;TWTS;Marble dust ;15;1
14;413;1000;Air;0.05;TWTS;Marble dust ;15;1
15;466;1000;Air;0.05;TWTS;Marble dust ;15;1
16;510;1000;Air;0.05;TWTS;Marble dust ;15;1
17;549;1000;Air;0.05;TWTS;Marble dust ;15;2
18;581;1000;Air;0.05;TWTS;Marble dust ;15;2
19;610;1000;Air;0.05;TWTS;Marble dust ;15;4
20;636;1000;Air;0.05;TWTS;Marble dust ;15;5
21;659;1000;Air;0.05;TWTS;Marble dust ;15;8
22;682;1000;Air;0.05;TWTS;Marble dust ;15;10
23;702;1000;Air;0.05;TWTS;Marble dust ;15;12
24;720;1000;Air;0.05;TWTS;Marble dust ;15;14
25;737;1000;Air;0.05;TWTS;Marble dust ;15;16
26;754;1000;Air;0.05;TWTS;Marble dust ;15;17
27;768;1000;Air;0.05;TWTS;Marble dust ;15;18
28;784;1000;Air;0.05;TWTS;Marble dust ;15;18
29;797;1000;Air;0.05;TWTS;Marble dust ;15;19
30;810;1000;Air;0.05;TWTS;Marble dust ;15;19
31;823;1000;Air;0.05;TWTS;Marble dust ;15;20
32;835;1000;Air;0.05;TWTS;Marble dust ;15;20
33;847;1000;Air;0.05;TWTS;Marble dust ;15;20
34;859;1000;Air;0.05;TWTS;Marble dust ;15;20
35;869;1000;Air;0.05;TWTS;Marble dust ;15;20
36;879;1000;Air;0.05;TWTS;Marble dust ;15;20
37;889;1000;Air;0.05;TWTS;Marble dust ;15;19
38;900;1000;Air;0.05;TWTS;Marble dust ;15;19
39;915;1000;Air;0.05;TWTS;Marble dust ;15;18
40;930;1000;Air;0.05;TWTS;Marble dust ;15;18
41;945;1000;Air;0.05;TWTS;Marble dust ;15;17
42;960;1000;Air;0.05;TWTS;Marble dust ;15;17
43;975;1000;Air;0.05;TWTS;Marble dust ;15;16
44;985;1000;Air;0.05;TWTS;Marble dust ;15;15
45;995;1000;Air;0.05;TWTS;Marble dust ;15;14
46;1000;1000;Air;0.05;TWTS;Marble dust ;15;13
47;1000;1000;Air;0.05;TWTS;Marble dust ;15;12
48;1000;1000;Air;0.05;TWTS;Marble dust ;15;11
49;1000;1000;Air;0.05;TWTS;Marble dust ;15;10
50;1000;1000;Air;0.05;TWTS;Marble dust ;15;9
51;1000;1000;Air;0.05;TWTS;Marble dust ;15;9
52;1000;1000;Air;0.05;TWTS;Marble dust ;15;9
53;1000;1000;Air;0.05;TWTS;Marble dust ;15;8
54;1000;1000;Air;0.05;TWTS;Marble dust ;15;8
55;1000;1000;Air;0.05;TWTS;Marble dust ;15;7
1;6;1000;Air;0.05;TWTS;Marble dust ;20;0
2;9;1000;Air;0.05;TWTS;Marble dust ;20;0
3;12;1000;Air;0.05;TWTS;Marble dust ;20;0
4;15;1000;Air;0.05;TWTS;Marble dust ;20;0
5;18;1000;Air;0.05;TWTS;Marble dust ;20;0
6;28;1000;Air;0.05;TWTS;Marble dust ;20;0
7;47;1000;Air;0.05;TWTS;Marble dust ;20;0
8;77;1000;Air;0.05;TWTS;Marble dust ;20;0
9;118;1000;Air;0.05;TWTS;Marble dust ;20;0
10;167;1000;Air;0.05;TWTS;Marble dust ;20;0
11;226;1000;Air;0.05;TWTS;Marble dust ;20;1
12;290;1000;Air;0.05;TWTS;Marble dust ;20;1
13;355;1000;Air;0.05;TWTS;Marble dust ;20;1
14;413;1000;Air;0.05;TWTS;Marble dust ;20;1
15;466;1000;Air;0.05;TWTS;Marble dust ;20;1
16;510;1000;Air;0.05;TWTS;Marble dust ;20;1
17;549;1000;Air;0.05;TWTS;Marble dust ;20;2
18;581;1000;Air;0.05;TWTS;Marble dust ;20;3
19;610;1000;Air;0.05;TWTS;Marble dust ;20;5
20;636;1000;Air;0.05;TWTS;Marble dust ;20;7
21;659;1000;Air;0.05;TWTS;Marble dust ;20;10
22;682;1000;Air;0.05;TWTS;Marble dust ;20;13
23;702;1000;Air;0.05;TWTS;Marble dust ;20;16
24;720;1000;Air;0.05;TWTS;Marble dust ;20;18
25;737;1000;Air;0.05;TWTS;Marble dust ;20;19
26;754;1000;Air;0.05;TWTS;Marble dust ;20;20
27;768;1000;Air;0.05;TWTS;Marble dust ;20;21
28;784;1000;Air;0.05;TWTS;Marble dust ;20;21
29;797;1000;Air;0.05;TWTS;Marble dust ;20;21
30;810;1000;Air;0.05;TWTS;Marble dust ;20;21
31;823;1000;Air;0.05;TWTS;Marble dust ;20;22
32;835;1000;Air;0.05;TWTS;Marble dust ;20;21
33;847;1000;Air;0.05;TWTS;Marble dust ;20;22
34;859;1000;Air;0.05;TWTS;Marble dust ;20;21
35;869;1000;Air;0.05;TWTS;Marble dust ;20;21
36;879;1000;Air;0.05;TWTS;Marble dust ;20;21
37;889;1000;Air;0.05;TWTS;Marble dust ;20;20
38;900;1000;Air;0.05;TWTS;Marble dust ;20;21
39;915;1000;Air;0.05;TWTS;Marble dust ;20;20
40;930;1000;Air;0.05;TWTS;Marble dust ;20;20
41;945;1000;Air;0.05;TWTS;Marble dust ;20;19
42;960;1000;Air;0.05;TWTS;Marble dust ;20;18
43;975;1000;Air;0.05;TWTS;Marble dust ;20;17
44;985;1000;Air;0.05;TWTS;Marble dust ;20;16
45;995;1000;Air;0.05;TWTS;Marble dust ;20;15
46;1000;1000;Air;0.05;TWTS;Marble dust ;20;13
47;1000;1000;Air;0.05;TWTS;Marble dust ;20;12
48;1000;1000;Air;0.05;TWTS;Marble dust ;20;10
49;1000;1000;Air;0.05;TWTS;Marble dust ;20;9
50;1000;1000;Air;0.05;TWTS;Marble dust ;20;8
51;1000;1000;Air;0.05;TWTS;Marble dust ;20;8
52;1000;1000;Air;0.05;TWTS;Marble dust ;20;7
53;1000;1000;Air;0.05;TWTS;Marble dust ;20;7
54;1000;1000;Air;0.05;TWTS;Marble dust ;20;7
55;1000;1000;Air;0.05;TWTS;Marble dust ;20;6
56;1000;1000;Air;0.05;TWTS;Marble dust ;20;6
57;1000;1000;Air;0.05;TWTS;Marble dust ;20;6
58;1000;1000;Air;0.05;TWTS;Marble dust ;20;6
59;1000;1000;Air;0.05;TWTS;Marble dust ;20;6
60;1000;1000;Air;0.05;TWTS;Marble dust ;20;6
61;1000;1000;Air;0.05;TWTS;Marble dust ;20;6
62;1000;1000;Air;0.05;TWTS;Marble dust ;20;6
1;21;800;Air;0.05;Leather scraps ;No Catalyst;0;0
2;28;800;Air;0.05;Leather scraps ;No Catalyst;0;0
3;47;800;Air;0.05;Leather scraps ;No Catalyst;0;0
4;77;800;Air;0.05;Leather scraps ;No Catalyst;0;0
5;118;800;Air;0.05;Leather scraps ;No Catalyst;0;0
6;167;800;Air;0.05;Leather scraps ;No Catalyst;0;0
7;226;800;Air;0.05;Leather scraps ;No Catalyst;0;0
8;290;800;Air;0.05;Leather scraps ;No Catalyst;0;1
9;355;800;Air;0.05;Leather scraps ;No Catalyst;0;1
10;413;800;Air;0.05;Leather scraps ;No Catalyst;0;1
11;466;800;Air;0.05;Leather scraps ;No Catalyst;0;1
12;510;800;Air;0.05;Leather scraps ;No Catalyst;0;1
13;549;800;Air;0.05;Leather scraps ;No Catalyst;0;1
14;581;800;Air;0.05;Leather scraps ;No Catalyst;0;1
15;610;800;Air;0.05;Leather scraps ;No Catalyst;0;2
16;636;800;Air;0.05;Leather scraps ;No Catalyst;0;2
17;659;800;Air;0.05;Leather scraps ;No Catalyst;0;4
18;682;800;Air;0.05;Leather scraps ;No Catalyst;0;8
19;702;800;Air;0.05;Leather scraps ;No Catalyst;0;12
20;720;800;Air;0.05;Leather scraps ;No Catalyst;0;19
21;737;800;Air;0.05;Leather scraps ;No Catalyst;0;24
22;754;800;Air;0.05;Leather scraps ;No Catalyst;0;27
23;768;800;Air;0.05;Leather scraps ;No Catalyst;0;28
24;784;800;Air;0.05;Leather scraps ;No Catalyst;0;29
25;797;800;Air;0.05;Leather scraps ;No Catalyst;0;29
26;800;800;Air;0.05;Leather scraps ;No Catalyst;0;30
27;800;800;Air;0.05;Leather scraps ;No Catalyst;0;30
28;800;800;Air;0.05;Leather scraps ;No Catalyst;0;32
29;800;800;Air;0.05;Leather scraps ;No Catalyst;0;34
30;800;800;Air;0.05;Leather scraps ;No Catalyst;0;33
31;800;800;Air;0.05;Leather scraps ;No Catalyst;0;31
32;800;800;Air;0.05;Leather scraps ;No Catalyst;0;33
33;800;800;Air;0.05;Leather scraps ;No Catalyst;0;30
34;800;800;Air;0.05;Leather scraps ;No Catalyst;0;27
35;800;800;Air;0.05;Leather scraps ;No Catalyst;0;27
36;800;800;Air;0.05;Leather scraps ;No Catalyst;0;22
37;800;800;Air;0.05;Leather scraps ;No Catalyst;0;20
38;800;800;Air;0.05;Leather scraps ;No Catalyst;0;19
39;800;800;Air;0.05;Leather scraps ;No Catalyst;0;17
40;800;800;Air;0.05;Leather scraps ;No Catalyst;0;15
41;800;800;Air;0.05;Leather scraps ;No Catalyst;0;14
42;800;800;Air;0.05;Leather scraps ;No Catalyst;0;13
43;800;800;Air;0.05;Leather scraps ;No Catalyst;0;13
44;800;800;Air;0.05;Leather scraps ;No Catalyst;0;13
45;800;800;Air;0.05;Leather scraps ;No Catalyst;0;13
46;800;800;Air;0.05;Leather scraps ;No Catalyst;0;12
47;800;800;Air;0.05;Leather scraps ;No Catalyst;0;12
1;21;900;Air;0.05;Leather scraps ;No Catalyst;0;0
2;28;900;Air;0.05;Leather scraps ;No Catalyst;0;0
3;47;900;Air;0.05;Leather scraps ;No Catalyst;0;0
4;77;900;Air;0.05;Leather scraps ;No Catalyst;0;0
5;118;900;Air;0.05;Leather scraps ;No Catalyst;0;0
6;167;900;Air;0.05;Leather scraps ;No Catalyst;0;0
7;226;900;Air;0.05;Leather scraps ;No Catalyst;0;0
8;290;900;Air;0.05;Leather scraps ;No Catalyst;0;0
9;355;900;Air;0.05;Leather scraps ;No Catalyst;0;0
10;413;900;Air;0.05;Leather scraps ;No Catalyst;0;1
11;466;900;Air;0.05;Leather scraps ;No Catalyst;0;1
12;510;900;Air;0.05;Leather scraps ;No Catalyst;0;1
13;549;900;Air;0.05;Leather scraps ;No Catalyst;0;1
14;581;900;Air;0.05;Leather scraps ;No Catalyst;0;1
15;610;900;Air;0.05;Leather scraps ;No Catalyst;0;1
